K,canonical_units,transport_zero_augmentation,all_inventory_feasible,total_shortage,shortage_resource_types,relay_copy_count,relay_delta_energy_kWh,CV_transport_workload,CV_joint_workload,max_min_transport_workload_ratio,geo_compactness_km,pareto,selected,theoretical_relay_min,total_A_drone,total_B_drone,total_C_drone,total_A_battery,total_B_battery,total_C_battery,total_relay_drone,total_relay_energy,shortage_A_drone,shortage_B_drone,shortage_C_drone,shortage_A_battery,shortage_B_battery,shortage_C_battery,shortage_relay_drone,shortage_relay_energy,group_1_services,group_2_services
2,"1,2,3,4,6,7|5,8,9",False,False,7,6,3,1.8657564810447937,0.3055387440342987,0.2928942042752263,1.8799302809468437,,0,0,0,5,3,3,6,3,5,4,7,1,1,1,0,0,1,2,1,S001;S002;S003;S004;S006;S007;S008;S013;S015,S005;S009;S010;S011;S012;S014
2,"1,2,3,4,6,8,9|5,7",False,False,7,4,3,1.3527050901139803,0.5161532942723034,0.5134559136706521,3.133540595242943,,0,0,0,4,2,4,6,2,6,4,7,0,0,2,0,0,2,2,1,S001;S002;S003;S004;S006;S007;S009;S010;S012;S013;S014,S005;S008;S011;S015
2,"1,2,3,4,6,8|5,7,9",False,False,8,4,6,3.218461571158774,0.2713359953320766,0.18981602291904773,1.7447492770161839,,0,0,0,4,2,4,6,2,6,4,8,0,0,2,0,0,2,2,2,S001;S002;S003;S004;S006;S007;S009;S012;S013,S005;S008;S010;S011;S014;S015
2,"1,2,3,4,6,9|5,7,8",False,False,8,5,4,2.531949681968798,0.2676041928926037,0.26966209530750657,1.7307638582735987,,0,0,0,4,3,4,6,3,6,4,7,0,1,2,0,0,2,2,1,S001;S002;S003;S004;S006;S007;S010;S013;S014,S005;S008;S009;S011;S012;S015
2,"1,2,3,4,6|5,7,8,9",False,False,9,5,5,2.9503762391309842,0.02278689395237695,0.040368309388341746,1.0466364886253714,,0,0,0,4,3,4,6,3,6,4,8,0,1,2,0,0,2,2,2,S001;S002;S003;S004;S006;S007;S013,S005;S008;S009;S010;S011;S012;S014;S015
2,"1,2,3,4,7,8,9|5,6",False,False,4,3,3,1.499371827366163,0.5794321728390659,0.5745869789686402,3.7554755043939245,,1,0,0,4,2,3,6,2,6,3,5,0,0,1,0,0,2,1,0,S001;S002;S003;S004;S008;S009;S010;S012;S013;S014;S015,S005;S006;S007;S011
2,"1,2,3,4,7,8|5,6,9",False,False,7,4,6,3.3651283084109567,0.3346148738988391,0.24834297124406884,2.005778039733237,,0,0,0,4,2,3,6,2,6,4,8,0,0,1,0,0,2,2,2,S001;S002;S003;S004;S008;S009;S012;S013;S015,S005;S006;S007;S010;S011;S014
2,"1,2,3,4,7,9|5,6,8",False,False,7,5,4,2.6786164192209805,0.33088307145936624,0.3295609985202941,1.9890141987022603,,0,0,0,5,3,3,6,3,6,4,6,1,1,1,0,0,2,2,0,S001;S002;S003;S004;S008;S010;S013;S014;S015,S005;S006;S007;S009;S011;S012
2,"1,2,3,4,7|5,6,8,9",False,False,9,6,5,3.097042976383167,0.08606577251913947,0.10075134893577334,1.18834128306228,,0,0,0,5,3,3,6,3,6,4,8,1,1,1,0,0,2,2,2,S001;S002;S003;S004;S008;S013;S015,S005;S006;S007;S009;S010;S011;S012;S014
2,"1,2,3,4,8,9|5,6,7",False,False,8,4,4,2.052701695827154,0.29668032275714407,0.33782036151685274,1.8436571088702824,,0,0,0,4,2,4,6,2,7,4,7,0,0,2,0,0,3,2,1,S001;S002;S003;S004;S009;S010;S012;S013;S014,S005;S006;S007;S008;S011;S015
2,"1,2,3,4,8|5,6,7,9",False,False,9,4,7,3.918458176871948,0.05186302381691729,0.037487310335027585,1.1093998549148507,,0,0,0,4,2,4,6,2,7,4,8,0,0,2,0,0,3,2,2,S001;S002;S003;S004;S009;S012;S013,S005;S006;S007;S008;S010;S011;S014;S015
2,"1,2,3,4,9|5,6,7,8",False,False,9,5,5,3.231946287681972,0.048131221377444404,0.10992495923639936,1.101129950804973,,0,0,0,4,3,4,6,3,7,4,7,0,1,2,0,0,3,2,1,S001;S002;S003;S004;S010;S013;S014,S005;S006;S007;S008;S009;S011;S012;S015
2,"1,2,3,4|5,6,7,8,9",False,False,10,5,6,3.650372844844158,0.19668607756278245,0.10947656795150368,1.4896867141703356,,0,0,0,4,3,4,6,3,7,4,8,0,1,2,0,0,3,2,2,S001;S002;S003;S004;S013,S005;S006;S007;S008;S009;S010;S011;S012;S014;S015
2,"1,2,3,5,6,7,8,9|4",False,False,4,4,2,1.6261235594230121,0.8298394807925897,0.7503407313030378,10.753607765865956,,0,0,0,4,3,3,6,3,5,3,5,0,1,1,0,0,1,1,0,S001;S002;S003;S005;S006;S007;S008;S009;S010;S011;S012;S013;S014;S015,S004
2,"1,2,3,5,6,7,8|4,9",False,False,6,5,4,2.565753086757968,0.5850221818523629,0.46646593161768346,3.81953471375296,,0,0,0,4,3,3,6,3,5,4,7,0,1,1,0,0,1,2,1,S001;S002;S003;S005;S006;S007;S008;S009;S011;S012;S013;S015,S004;S010;S014
2,"1,2,3,5,6,7,9|4,8",False,False,4,4,4,2.4154118616235714,0.5812903794128901,0.5429004208061703,3.7765800011846458,,0,0,0,5,2,3,6,2,5,3,5,1,0,1,0,0,1,1,0,S001;S002;S003;S005;S006;S007;S008;S010;S011;S013;S014;S015,S004;S009;S012
2,"1,2,3,5,6,7|4,8,9",False,False,6,5,4,1.9077114650759193,0.33647308047266333,0.27933825843928545,2.014195718577175,,0,0,0,5,2,3,6,2,5,4,7,1,0,1,0,0,1,2,1,S001;S002;S003;S005;S006;S007;S008;S011;S013;S015,S004;S009;S010;S012;S014
2,"1,2,3,5,6,8,9|4,7",False,False,4,3,4,2.7107433175092024,0.5470876307106679,0.47269666437166385,3.4158652658089546,,0,0,0,4,3,3,6,3,4,4,6,0,1,1,0,0,0,2,0,S001;S002;S003;S005;S006;S007;S009;S010;S011;S012;S013;S014,S004;S008;S015
2,"1,2,3,5,6,8|4,7,9",False,False,6,4,6,3.650372844844158,0.3022703317704411,0.21346176542215733,1.8664396700728847,,0,0,0,4,3,3,6,3,4,4,8,0,1,1,0,0,0,2,2,S001;S002;S003;S005;S006;S007;S009;S011;S012;S013,S004;S008;S010;S014;S015
2,"1,2,3,5,6,9|4,7,8",False,False,3,2,6,3.5000316197097616,0.2985385293309682,0.28491629946936825,1.8511900989978296,,0,0,0,4,2,3,6,2,4,4,6,0,0,1,0,0,0,2,0,S001;S002;S003;S005;S006;S007;S010;S011;S013;S014,S004;S008;S009;S012;S015
2,"1,2,3,5,6|4,7,8,9",False,False,5,3,6,2.9923312231621098,0.0537212303907415,0.028875650005674814,1.1135420810781251,,1,0,0,4,2,3,6,2,4,4,8,0,0,1,0,0,0,2,2,S001;S002;S003;S005;S006;S007;S011;S013,S004;S008;S009;S010;S012;S014;S015
2,"1,2,3,5,7,8,9|4,6",False,False,7,4,2,1.4574168433350372,0.6103665092774304,0.5659241827261825,4.133028981392307,,0,0,0,4,3,4,6,3,6,4,6,0,1,2,0,0,2,2,0,S001;S002;S003;S005;S008;S009;S010;S011;S012;S013;S014;S015,S004;S006;S007
2,"1,2,3,5,7,8|4,6,9",False,False,9,5,4,2.397046370669993,0.3655492103372037,0.28806145431080643,2.152332746032168,,0,0,0,4,3,4,6,3,6,4,8,0,1,2,0,0,2,2,2,S001;S002;S003;S005;S008;S009;S011;S012;S013;S015,S004;S006;S007;S010;S014
2,"1,2,3,5,7,9|4,6,8",False,False,7,4,4,2.2467051455355964,0.3618174078977308,0.36399388337325655,2.1338993334363763,,0,0,0,5,2,4,6,2,6,4,6,1,0,2,0,0,2,2,0,S001;S002;S003;S005;S008;S010;S011;S013;S014;S015,S004;S006;S007;S009;S012
2,"1,2,3,5,7|4,6,8,9",False,False,9,5,4,1.7390047489879445,0.11700010895750401,0.09481255679362774,1.2650059420038438,,0,0,0,5,2,4,6,2,6,4,8,1,0,2,0,0,2,2,2,S001;S002;S003;S005;S008;S011;S013;S015,S004;S006;S007;S009;S010;S012;S014
2,"1,2,3,5,8,9|4,6,7",False,False,6,4,3,2.0107467117960285,0.3276146591955087,0.3279785417182247,1.9744848357447127,,0,0,0,4,3,4,6,3,5,4,6,0,1,2,0,0,1,2,0,S001;S002;S003;S005;S009;S010;S011;S012;S013;S014,S004;S006;S007;S008;S015
2,"1,2,3,5,8|4,6,7,9",False,False,8,5,5,2.9503762391309842,0.08279736025528185,0.06684308923321719,1.1805432227677115,,0,0,0,4,3,4,6,3,5,4,8,0,1,2,0,0,1,2,2,S001;S002;S003;S005;S009;S011;S012;S013,S004;S006;S007;S008;S010;S014;S015
2,"1,2,3,5,9|4,6,7,8",False,False,5,3,5,2.8000350139965877,0.07906555781580904,0.13968861937284563,1.1717072447161132,,1,0,0,4,2,4,6,2,5,4,6,0,0,2,0,0,1,2,0,S001;S002;S003;S005;S010;S011;S013;S014,S004;S006;S007;S008;S009;S012;S015
2,"1,2,3,5|4,6,7,8,9",False,False,7,4,5,2.292334617448936,0.16575174112441787,0.12743785782120837,1.3973679042442873,,0,0,0,4,2,4,6,2,5,4,8,0,0,2,0,0,1,2,2,S001;S002;S003;S005;S011;S013,S004;S006;S007;S008;S009;S010;S012;S014;S015
2,"1,2,3,6,7,8,9|4,5",False,False,3,3,3,1.894208891450802,0.6287446251468151,0.5788011591162887,4.387127393888671,,1,0,0,4,2,3,6,2,5,3,5,0,0,1,0,0,1,1,0,S001;S002;S003;S006;S007;S008;S009;S010;S012;S013;S014;S015,S004;S005;S011
2,"1,2,3,6,7,8|4,5,9",False,False,5,4,5,2.8338384187857577,0.38392732620658815,0.30611273339839556,2.246370249933633,,0,0,0,4,2,3,6,2,5,4,7,0,0,1,0,0,1,2,1,S001;S002;S003;S006;S007;S008;S009;S012;S013;S015,S004;S005;S010;S011;S014
2,"1,2,3,6,7,9|4,5,8",False,False,5,5,3,2.147326529595781,0.3801955237671153,0.3913385906193085,2.226824065801877,,1,0,0,5,3,3,6,3,5,3,5,1,1,1,0,0,1,1,0,S001;S002;S003;S006;S007;S008;S010;S013;S014;S015,S004;S005;S009;S011;S012
2,"1,2,3,6,7|4,5,8,9",False,False,7,6,3,1.6396261330481294,0.13537822482688844,0.12080954938570355,1.313150162797562,,0,0,0,5,3,3,6,3,5,4,7,1,1,1,0,0,1,2,1,S001;S002;S003;S006;S007;S008;S013;S015,S004;S005;S009;S010;S011;S012;S014
2,"1,2,3,6,8,9|4,5,7",False,False,6,4,5,2.9788286495369922,0.3459927750648931,0.3131444757551047,2.0580701921120945,,0,0,0,4,2,4,6,2,5,4,7,0,0,2,0,0,1,2,1,S001;S002;S003;S006;S007;S009;S010;S012;S013;S014,S004;S005;S008;S011;S015
2,"1,2,3,6,8|4,5,7,9",False,False,7,4,7,3.918458176871948,0.10117547612466628,0.06377371706979994,1.2251284281573502,,0,0,0,4,2,4,6,2,5,4,8,0,0,2,0,0,1,2,2,S001;S002;S003;S006;S007;S009;S012;S013,S004;S005;S008;S010;S011;S014;S015
2,"1,2,3,6,9|4,5,7,8",False,False,7,5,5,3.231946287681972,0.09744367368519347,0.1370672524431211,1.215928182749684,,0,0,0,4,3,4,6,3,5,4,7,0,1,2,0,0,1,2,1,S001;S002;S003;S006;S007;S010;S013;S014,S004;S005;S008;S009;S011;S012;S015
2,"1,2,3,6|4,5,7,8,9",False,False,8,5,5,2.72424589113432,0.14737362525503336,0.1254262752504589,1.345693329740392,,0,0,0,4,3,4,6,3,5,4,8,0,1,2,0,0,1,2,2,S001;S002;S003;S006;S007;S013,S004;S005;S008;S009;S010;S011;S012;S014;S015
2,"1,2,3,7,8,9|4,5,6",False,False,6,3,3,1.725502175362827,0.40927165363165574,0.395788032324044,2.385650971881608,,0,0,0,4,2,4,6,2,6,4,6,0,0,2,0,0,2,2,0,S001;S002;S003;S008;S009;S010;S012;S013;S014;S015,S004;S005;S006;S007;S011
2,"1,2,3,7,8|4,5,6,9",False,False,8,4,5,2.6651317026977828,0.1644543546914289,0.1290467020693992,1.3936454115099723,,0,0,0,4,2,4,6,2,6,4,8,0,0,2,0,0,2,2,2,S001;S002;S003;S008;S009;S012;S013;S015,S004;S005;S006;S007;S010;S011;S014
2,"1,2,3,7,9|4,5,6,8",False,False,7,4,3,1.9786198135078066,0.16072255225195597,0.20879117406767905,1.3830021947645752,,0,0,0,5,2,4,6,2,6,4,6,1,0,2,0,0,2,2,0,S001;S002;S003;S008;S010;S013;S014;S015,S004;S005;S006;S007;S009;S011;S012
2,"1,2,3,7|4,5,6,8,9",False,False,9,5,3,1.4709194169601547,0.08409474668827085,0.0675665617237858,1.1836319780549378,,0,0,0,5,2,4,6,2,6,4,8,1,0,2,0,0,2,2,2,S001;S002;S003;S008;S013;S015,S004;S005;S006;S007;S009;S010;S011;S012;S014
2,"1,2,3,8,9|4,5,6,7",False,False,7,4,4,2.2788320438238183,0.12651980354973386,0.16535988279633965,1.2896912925190458,,0,0,0,4,2,4,6,2,6,4,7,0,0,2,0,0,2,2,1,S001;S002;S003;S009;S010;S012;S013;S014,S004;S005;S006;S007;S008;S011;S015
2,"1,2,3,8|4,5,6,7,9",False,False,8,4,6,3.218461571158774,0.11829749539049296,0.08545554989621519,1.2683387985676307,,0,0,0,4,2,4,6,2,6,4,8,0,0,2,0,0,2,2,2,S001;S002;S003;S009;S012;S013,S004;S005;S006;S007;S008;S010;S011;S014;S015
2,"1,2,3,9|4,5,6,7,8",False,False,7,4,4,2.531949681968798,0.12202929782996584,0.014855885481535672,1.2779803415497861,,0,0,0,4,2,4,6,2,6,4,7,0,0,2,0,0,2,2,1,S001;S002;S003;S010;S013;S014,S004;S005;S006;S007;S008;S009;S011;S012;S015
2,"1,2,3|4,5,6,7,8,9",False,False,8,4,4,2.024249285421146,0.3668465967701926,0.28893801037102335,2.158792150208322,,0,0,0,4,2,4,6,2,6,4,8,0,0,2,0,0,2,2,2,S001;S002;S003;S013,S004;S005;S006;S007;S008;S009;S010;S011;S012;S014;S015
2,"1,2,4,5,6,7,8,9|3",False,False,4,3,2,0.9497164467873855,0.8049676609104487,0.7305043566567619,9.254709600143174,,0,0,0,4,2,3,6,2,5,4,6,0,0,1,0,0,1,2,0,S001;S002;S004;S005;S006;S007;S008;S009;S010;S011;S012;S013;S014;S015,S003
2,"1,2,4,5,6,7,8|3,9",False,False,6,4,4,2.397046370669993,0.5601503619702219,0.4105661430128981,3.547008402595523,,0,0,0,4,2,3,6,2,5,4,8,0,0,1,0,0,1,2,2,S001;S002;S004;S005;S006;S007;S008;S009;S011;S012;S013;S015,S003;S010;S014
2,"1,2,4,5,6,7,9|3,8",False,False,5,4,5,2.6651317026977828,0.556418559530749,0.458195259191147,3.5087549151836983,,0,0,0,4,2,3,6,2,5,4,7,0,0,1,0,0,1,2,1,S001;S002;S004;S005;S006;S007;S008;S010;S011;S013;S014;S015,S003;S009;S012
2,"1,2,4,5,6,7|3,8,9",False,False,6,4,5,2.6651317026977828,0.31160126059052223,0.25130830756047057,1.905292943615266,,0,0,0,4,2,3,6,2,5,4,8,0,0,1,0,0,1,2,2,S001;S002;S004;S005;S006;S007;S008;S011;S013;S015,S003;S009;S010;S012;S014
2,"1,2,4,5,6,8,9|3,7",False,False,4,3,3,1.5030463152483768,0.5222158108285269,0.48337532022511503,3.185990339002648,,0,0,0,4,2,3,6,2,5,4,6,0,0,1,0,0,1,2,0,S001;S002;S004;S005;S006;S007;S009;S010;S011;S012;S013;S014,S003;S008;S015
2,"1,2,4,5,6,8|3,7,9",False,False,6,4,5,2.9503762391309842,0.27739851188830017,0.18642561014565295,1.7677773058928985,,0,0,0,4,2,3,6,2,5,4,8,0,0,1,0,0,1,2,2,S001;S002;S004;S005;S006;S007;S009;S011;S012;S013,S003;S008;S010;S014;S015
2,"1,2,4,5,6,9|3,7,8",False,False,5,4,6,3.218461571158774,0.2736667094488273,0.23594720927381363,1.753556839563714,,0,0,0,4,2,3,6,2,5,4,7,0,0,1,0,0,1,2,1,S001;S002;S004;S005;S006;S007;S010;S011;S013;S014,S003;S008;S009;S012;S015
2,"1,2,4,5,6|3,7,8,9",False,False,6,4,6,3.218461571158774,0.028849410508600393,0.03392889367846241,1.0594128466187909,,0,0,0,4,2,3,6,2,5,4,8,0,0,1,0,0,1,2,2,S001;S002;S004;S005;S006;S007;S011;S013,S003;S008;S009;S010;S012;S014;S015
2,"1,2,4,5,7,8,9|3,6",False,False,6,4,3,1.6497130525005594,0.5854946893952894,0.5443667946291852,3.8250286518217433,,0,0,0,4,3,3,6,3,6,4,6,0,1,1,0,0,2,2,0,S001;S002;S004;S005;S008;S009;S010;S011;S012;S013;S014;S015,S003;S006;S007
2,"1,2,4,5,7,8|3,6,9",False,False,8,5,5,3.097042976383167,0.3406773904550627,0.2457685770108474,2.0334163746946197,,0,0,0,4,3,3,6,3,6,4,8,0,1,1,0,0,2,2,2,S001;S002;S004;S005;S008;S009;S011;S012;S013;S015,S003;S006;S007;S010;S014
2,"1,2,4,5,7,9|3,6,8",False,False,6,4,6,3.3651283084109567,0.3369455880155898,0.294150043150016,2.016343702493943,,0,0,0,4,2,3,6,2,6,4,7,0,0,1,0,0,2,2,1,S001;S002;S004;S005;S008;S010;S011;S013;S014;S015,S003;S006;S007;S009;S012
2,"1,2,4,5,7|3,6,8,9",False,False,7,4,6,3.3651283084109567,0.0921282890753629,0.09355109393529382,1.2029544217905705,,0,0,0,4,2,3,6,2,6,4,8,0,0,1,0,0,2,2,2,S001;S002;S004;S005;S008;S011;S013;S015,S003;S006;S007;S009;S010;S012;S014
2,"1,2,4,5,8,9|3,6,7",False,False,7,4,3,1.6717530313363516,0.3027428393133675,0.29210690025994357,1.8683821590738137,,1,0,0,4,3,4,6,3,6,4,5,0,1,2,0,0,2,2,0,S001;S002;S004;S005;S009;S010;S011;S012;S013;S014,S003;S006;S007;S008;S015
2,"1,2,4,5,8|3,6,7,9",False,False,8,5,5,3.119082955218959,0.057925540373140884,0.008996176118505854,1.1229744417359202,,0,0,0,4,3,4,6,3,6,4,7,0,1,2,0,0,2,2,1,S001;S002;S004;S005;S009;S011;S012;S013,S003;S006;S007;S008;S010;S014;S015
2,"1,2,4,5,9|3,6,7,8",False,False,6,3,6,3.387168287246749,0.054193737933668,0.06055218805653681,1.1145979681193257,,1,0,0,4,2,4,6,2,6,4,6,0,0,2,0,0,2,2,0,S001;S002;S004;S005;S010;S011;S013;S014,S003;S006;S007;S008;S009;S012;S015
2,"1,2,4,5|3,6,7,8,9",False,False,7,4,6,3.387168287246749,0.19062356100655886,0.1401003040441053,1.4710380777666883,,0,0,0,4,2,4,6,2,6,4,7,0,0,2,0,0,2,2,1,S001;S002;S004;S005;S011;S013,S003;S006;S007;S008;S009;S010;S012;S014;S015
2,"1,2,4,6,7,8,9|3,5",False,False,4,3,3,1.2178017788151754,0.6038728052646738,0.5543378026877827,4.048883355095849,,0,0,0,4,2,3,6,2,5,4,6,0,0,1,0,0,1,2,0,S001;S002;S004;S006;S007;S008;S009;S010;S012;S013;S014;S015,S003;S005;S011
2,"1,2,4,6,7,8|3,5,9",False,False,6,4,5,2.6651317026977828,0.35905550632444716,0.24986475424308788,2.120395010386661,,0,0,0,4,2,3,6,2,5,4,8,0,0,1,0,0,1,2,2,S001;S002;S004;S006;S007;S008;S009;S012;S013;S015,S003;S005;S010;S011;S014
2,"1,2,4,6,7,9|3,5,8",False,False,6,5,4,2.397046370669993,0.3553237038849743,0.3073784850254759,2.102332150340381,,0,0,0,4,3,3,6,3,5,4,7,0,1,1,0,0,1,2,1,S001;S002;S004;S006;S007;S008;S010;S013;S014;S015,S003;S005;S009;S011;S012
2,"1,2,4,6,7|3,5,8,9",False,False,7,5,4,2.397046370669993,0.11050640494474749,0.09760336326134463,1.248470378109655,,0,0,0,4,3,3,6,3,5,4,8,0,1,1,0,0,1,2,2,S001;S002;S004;S006;S007;S008;S013;S015,S003;S005;S009;S010;S011;S012;S014
2,"1,2,4,6,8,9|3,5,7",False,False,7,4,4,1.7711316472761667,0.32112095518275213,0.3151645877049131,1.94603289830281,,0,0,0,4,2,4,6,2,6,4,7,0,0,2,0,0,2,2,1,S001;S002;S004;S006;S007;S009;S010;S012;S013;S014,S003;S005;S008;S011;S015
2,"1,2,4,6,8|3,5,7,9",False,False,8,4,6,3.218461571158774,0.07630365624252523,0.0325193112598945,1.1652137236618954,,0,0,0,4,2,4,6,2,6,4,8,0,0,2,0,0,2,2,2,S001;S002;S004;S006;S007;S009;S012;S013,S003;S005;S008;S010;S011;S014;S015
2,"1,2,4,6,9|3,5,7,8",False,False,8,5,5,2.9503762391309842,0.07257185380305242,0.08569934080919206,1.156501296840394,,0,0,0,4,3,4,6,3,6,4,7,0,1,2,0,0,2,2,1,S001;S002;S004;S006;S007;S010;S013;S014,S003;S005;S008;S009;S011;S012;S015
2,"1,2,4,6|3,5,7,8,9",False,False,9,5,5,2.9503762391309842,0.1722454451371744,0.11907190632463026,1.4161751672045313,,0,0,0,4,3,4,6,3,6,4,8,0,1,2,0,0,2,2,2,S001;S002;S004;S006;S007;S013,S003;S005;S008;S009;S010;S011;S012;S014;S015
2,"1,2,4,7,8,9|3,5,6",False,False,5,3,4,1.9177983845283493,0.3843998337495146,0.37654752457577284,2.2488620205898506,,0,0,0,4,2,3,6,2,6,4,6,0,0,1,0,0,2,2,0,S001;S002;S004;S008;S009;S010;S012;S013;S014;S015,S003;S005;S006;S007;S011
2,"1,2,4,7,8|3,5,6,9",False,False,7,4,6,3.3651283084109567,0.1395825348092878,0.09215141514298734,1.3244530485636974,,0,0,0,4,2,3,6,2,6,4,8,0,0,1,0,0,2,2,2,S001;S002;S004;S008;S009;S012;S013;S015,S003;S005;S006;S007;S010;S011;S014
