运输架次,时刻_s,阶段,经度,纬度,海拔_m,实际直连优先状态,中继架次,余量_dB
Q3T001,396.6917944802178,爬升 O01→S012,109.2308517,23.0085095,237.7753834406534,DIRECT,,42.853652774953645
Q3T001,397.6834646013048,爬升 O01→S012,109.2308517,23.0085095,240.7503938039144,DIRECT,,42.57141085630212
Q3T001,398.6751347223918,爬升 O01→S012,109.2308517,23.0085095,243.72540416717538,DIRECT,,42.29805229037646
Q3T001,399.66680484347876,爬升 O01→S012,109.2308517,23.0085095,246.7004145304362,DIRECT,,42.03303490454333
Q3T001,400.6584749645657,爬升 O01→S012,109.2308517,23.0085095,249.67542489369703,DIRECT,,41.77586469503578
Q3T001,401.6501450856527,爬升 O01→S012,109.2308517,23.0085095,252.65043525695802,DIRECT,,41.526090284664264
Q3T001,402.6418152067397,爬升 O01→S012,109.2308517,23.0085095,255.625445620219,DIRECT,,41.283298155406996
Q3T001,403.63348532782663,爬升 O01→S012,109.2308517,23.0085095,258.60045598347983,DIRECT,,41.04710852940289
Q3T001,404.6251554489136,爬升 O01→S012,109.2308517,23.0085095,261.57546634674065,DIRECT,,40.817171795318885
Q3T001,405.6168255700006,爬升 O01→S012,109.2308517,23.0085095,264.55047671000165,DIRECT,,40.593165395670084
Q3T001,406.60849569108757,爬升 O01→S012,109.2308517,23.0085095,267.52548707326264,DIRECT,,40.37479110553534
Q3T001,407.6001658121745,爬升 O01→S012,109.2308517,23.0085095,270.50049743652346,DIRECT,,40.161772645055834
Q3T001,407.6001658121745,爬升 O01→S012,109.2308517,23.0085095,270.50049743652346,DIRECT,,40.161772645055834
Q3T001,408.59183593326145,爬升 O01→S012,109.2308517,23.0085095,273.4755077997843,DIRECT,,39.95385357776223
Q3T001,409.58350605434845,爬升 O01→S012,109.2308517,23.0085095,276.4505181630453,DIRECT,,39.75079545462589
Q3T001,410.5751761754354,爬升 O01→S012,109.2308517,23.0085095,279.4255285263061,DIRECT,,39.55237617014481
Q3T001,411.5668462965224,爬升 O01→S012,109.2308517,23.0085095,282.4005388895671,DIRECT,,39.35838850204355
Q3T001,412.5585164176093,爬升 O01→S012,109.2308517,23.0085095,285.3755492528279,DIRECT,,39.16863881051387
Q3T001,413.5501865386963,爬升 O01→S012,109.2308517,23.0085095,288.35055961608896,DIRECT,,38.982945876526145
Q3T001,414.54185665978326,爬升 O01→S012,109.2308517,23.0085095,291.3255699793498,DIRECT,,38.8011398617425
Q3T001,415.53352678087026,爬升 O01→S012,109.2308517,23.0085095,294.3005803426108,DIRECT,,38.623061375068886
Q3T001,416.5251969019572,爬升 O01→S012,109.2308517,23.0085095,297.2755907058716,DIRECT,,38.44856063298994
Q3T001,417.5168670230442,爬升 O01→S012,109.2308517,23.0085095,300.2506010691326,DIRECT,,38.27749670260144
Q3T001,418.50853714413114,爬升 O01→S012,109.2308517,23.0085095,303.2256114323934,DIRECT,,38.109736817755675
Q3T001,419.50020726521814,爬升 O01→S012,109.2308517,23.0085095,306.2006217956544,DIRECT,,37.945155760005804
Q3T001,420.4918773863051,爬升 O01→S012,109.2308517,23.0085095,309.1756321589152,DIRECT,,37.78363529711781
Q3T001,421.483547507392,爬升 O01→S012,109.2308517,23.0085095,312.15064252217604,DIRECT,,37.625063672843424
Q3T001,422.475217628479,爬升 O01→S012,109.2308517,23.0085095,315.12565288543703,DIRECT,,37.46933514243857
Q3T001,423.46688774956596,爬升 O01→S012,109.2308517,23.0085095,318.10066324869786,DIRECT,,37.316349549092166
Q3T001,424.45855787065295,爬升 O01→S012,109.2308517,23.0085095,321.07567361195885,DIRECT,,37.166011937016236
Q3T001,425.4502279917399,爬升 O01→S012,109.2308517,23.0085095,324.0506839752197,DIRECT,,37.018232197454154
Q3T001,426.4418981128269,爬升 O01→S012,109.2308517,23.0085095,327.0256943384807,DIRECT,,36.872924744302395
Q3T001,427.43356823391383,爬升 O01→S012,109.2308517,23.0085095,330.00070470174154,DIRECT,,36.73000821642192
Q3T001,428.42523835500083,爬升 O01→S012,109.2308517,23.0085095,332.97571506500253,DIRECT,,36.589405204046386
Q3T001,429.41690847608777,爬升 O01→S012,109.2308517,23.0085095,335.95072542826335,DIRECT,,36.45104199698406
Q3T001,430.40857859717477,爬升 O01→S012,109.2308517,23.0085095,338.92573579152435,DIRECT,,36.31484835256251
Q3T001,431.4002487182617,爬升 O01→S012,109.2308517,23.0085095,341.90074615478517,DIRECT,,36.180757281487445
Q3T001,431.4002487182617,爬升 O01→S012,109.2308517,23.0085095,341.90074615478517,DIRECT,,36.180757281487445
Q3T001,432.3919188393487,爬升 O01→S012,109.2308517,23.0085095,344.87575651804616,DIRECT,,36.04870484998108
Q3T001,433.38358896043565,爬升 O01→S012,109.2308517,23.0085095,347.850766881307,DIRECT,,35.91862999673738
Q3T001,434.3752590815226,爬升 O01→S012,109.2308517,23.0085095,350.8257772445678,DIRECT,,35.790474363382145
Q3T001,435.3669292026096,爬升 O01→S012,109.2308517,23.0085095,353.8007876078288,DIRECT,,35.66418213725977
Q3T001,436.3585993236966,爬升 O01→S012,109.2308517,23.0085095,356.7757979710898,DIRECT,,35.53969990548656
Q3T001,437.3502694447835,爬升 O01→S012,109.2308517,23.0085095,359.7508083343506,DIRECT,,35.41697651931534
Q3T001,438.34193956587046,爬升 O01→S012,109.2308517,23.0085095,362.72581869761143,DIRECT,,35.29596296794938
Q3T001,439.33360968695746,爬升 O01→S012,109.2308517,23.0085095,365.7008290608724,DIRECT,,35.17661226102649
Q3T001,440.32527980804446,爬升 O01→S012,109.2308517,23.0085095,368.6758394241334,DIRECT,,35.05887931906814
Q3T001,441.3169499291314,爬升 O01→S012,109.2308517,23.0085095,371.65084978739424,DIRECT,,34.942720871254366
Q3T001,442.30862005021834,爬升 O01→S012,109.2308517,23.0085095,374.62586015065506,DIRECT,,34.828095359944314
Q3T001,443.30029017130533,爬升 O01→S012,109.2308517,23.0085095,377.600870513916,DIRECT,,34.71496285141542
Q3T001,444.29196029239233,爬升 O01→S012,109.2308517,23.0085095,380.57588087717704,DIRECT,,34.60328495234117
Q3T001,445.2836304134793,爬升 O01→S012,109.2308517,23.0085095,383.55089124043786,DIRECT,,34.493024731570586
Q3T001,446.2753005345662,爬升 O01→S012,109.2308517,23.0085095,386.5259016036986,DIRECT,,34.38414664681038
Q3T001,447.2669706556532,爬升 O01→S012,109.2308517,23.0085095,389.5009119669596,DIRECT,,34.27661647584591
Q3T001,448.2586407767402,爬升 O01→S012,109.2308517,23.0085095,392.4759223302206,DIRECT,,34.17040125196759
Q3T001,449.25031089782715,爬升 O01→S012,109.2308517,23.0085095,395.45093269348143,DIRECT,,34.06546920329812
Q3T001,450.2419810189141,爬升 O01→S012,109.2308517,23.0085095,398.42594305674226,DIRECT,,33.961789695740976
Q3T001,451.2336511400011,爬升 O01→S012,109.2308517,23.0085095,401.40095342000325,DIRECT,,33.859333179293984
Q3T001,452.2253212610881,爬升 O01→S012,109.2308517,23.0085095,404.37596378326424,DIRECT,,33.75807113749252
Q3T001,453.216991382175,爬升 O01→S012,109.2308517,23.0085095,407.35097414652506,DIRECT,,33.65797603976593
Q3T001,454.20866150326196,爬升 O01→S012,109.2308517,23.0085095,410.3259845097859,DIRECT,,33.55902129650791
Q3T001,455.20033162434896,爬升 O01→S012,109.2308517,23.0085095,413.3009948730469,DIRECT,,33.461181216677716
Q3T001,455.20033162434896,巡航 O01→S012,109.2308517,23.0085095,413.3009948730469,DIRECT,,33.461181216677716
Q3T001,456.17896251869917,巡航 O01→S012,109.23093469047619,23.00858244365079,413.3009948730469,DIRECT,,33.45269765328521
Q3T001,457.15759341304937,巡航 O01→S012,109.23101768095238,23.008655387301587,413.3009948730469,DIRECT,,33.42734595312946
Q3T001,458.1362243073995,巡航 O01→S012,109.23110067142858,23.00872833095238,413.3009948730469,DIRECT,,33.38541925424943
Q3T001,459.1148552017497,巡航 O01→S012,109.23118366190477,23.008801274603172,413.3009948730469,DIRECT,,33.32739369089157
Q3T001,460.0934860960999,巡航 O01→S012,109.23126665238095,23.00887421825397,413.3009948730469,DIRECT,,33.25391079240079
Q3T001,461.0721169904501,巡航 O01→S012,109.23134964285714,23.00894716190476,413.3009948730469,DIRECT,,33.165754757444375
Q3T001,462.05074788480033,巡航 O01→S012,109.23143263333334,23.009020105555553,413.3009948730469,DIRECT,,33.06382622024928
Q3T001,463.02937877915053,巡航 O01→S012,109.23151562380953,23.00909304920635,413.3009948730469,DIRECT,,32.9491142257711
Q3T001,464.00800967350074,巡航 O01→S012,109.23159861428572,23.00916599285714,413.3009948730469,DIRECT,,32.82266805383112
Q3T001,464.9866405678509,巡航 O01→S012,109.2316816047619,23.009238936507934,413.3009948730469,DIRECT,,32.68557031474998
Q3T001,465.9652714622011,巡航 O01→S012,109.2317645952381,23.00931188015873,413.3009948730469,DIRECT,,32.53891242937193
Q3T001,466.9439023565513,巡航 O01→S012,109.23184758571429,23.009384823809523,413.3009948730469,DIRECT,,32.383773258040705
Q3T001,467.9225332509015,巡航 O01→S012,109.23193057619048,23.009457767460315,413.3009948730469,DIRECT,,32.22120130096462
Q3T001,468.9011641452517,巡航 O01→S012,109.23201356666667,23.00953071111111,413.3009948730469,DIRECT,,32.05220059183556
Q3T001,469.87979503960185,巡航 O01→S012,109.23209655714285,23.009603654761904,413.3009948730469,DIRECT,,31.87772016540211
Q3T001,470.85842593395205,巡航 O01→S012,109.23217954761905,23.009676598412696,413.3009948730469,DIRECT,,31.698646806964135
Q3T001,471.83705682830225,巡航 O01→S012,109.23226253809524,23.009749542063492,413.3009948730469,DIRECT,,31.515800683828488
Q3T001,472.81568772265246,巡航 O01→S012,109.23234552857143,23.009822485714285,413.3009948730469,DIRECT,,31.329933406157082
Q3T001,473.79431861700266,巡航 O01→S012,109.23242851904762,23.009895429365077,413.3009948730469,DIRECT,,31.141728056828782
Q3T001,474.77294951135286,巡航 O01→S012,109.23251150952382,23.009968373015873,413.3009948730469,DIRECT,,30.95180075235338
Q3T001,475.75158040570307,巡航 O01→S012,109.2325945,23.010041316666666,413.3009948730469,DIRECT,,30.76070333992695
Q3T001,476.7302113000532,巡航 O01→S012,109.23267749047619,23.010114260317458,413.3009948730469,DIRECT,,30.56892688840287
Q3T001,477.7088421944034,巡航 O01→S012,109.23276048095238,23.010187203968254,413.3009948730469,DIRECT,,30.376905688210314
Q3T001,478.6874730887536,巡航 O01→S012,109.23284347142858,23.010260147619046,413.3009948730469,DIRECT,,30.185021529503956
Q3T001,479.6661039831038,巡航 O01→S012,109.23292646190477,23.01033309126984,413.3009948730469,DIRECT,,29.993608078684076
Q3T001,480.644734877454,巡航 O01→S012,109.23300945238095,23.010406034920635,413.3009948730469,DIRECT,,29.802955217218383
Q3T001,481.6233657718042,巡航 O01→S012,109.23309244285714,23.010478978571427,413.3009948730469,DIRECT,,29.613313244525884
Q3T001,482.6019966661544,巡航 O01→S012,109.23317543333334,23.01055192222222,413.3009948730469,DIRECT,,29.424896876685025
Q3T001,483.5806275605046,巡航 O01→S012,109.23325842380953,23.010624865873016,413.3009948730469,DIRECT,,29.237888997755178
Q3T001,484.5592584548548,巡航 O01→S012,109.23334141428572,23.01069780952381,413.3009948730469,DIRECT,,29.052444138888134
Q3T001,484.5592584548548,巡航 O01→S012,109.23334141428572,23.01069780952381,413.3009948730469,DIRECT,,29.052444138888134
Q3T001,485.537889349205,巡航 O01→S012,109.2334244047619,23.0107707531746,413.3009948730469,DIRECT,,28.868691675368567
Q3T001,486.5165202435552,巡航 O01→S012,109.23350739523809,23.010843696825397,413.3009948730469,DIRECT,,28.686738741781213
Q3T001,487.4951511379054,巡航 O01→S012,109.2335903857143,23.01091664047619,413.3009948730469,DIRECT,,28.50667287317954
Q3T001,488.47378203225554,巡航 O01→S012,109.23367337619048,23.010989584126982,413.3009948730469,DIRECT,,28.328564385161343
Q3T001,489.45241292660575,巡航 O01→S012,109.23375636666667,23.011062527777778,413.3009948730469,DIRECT,,28.152468508716396
Q3T001,490.43104382095595,巡航 O01→S012,109.23383935714286,23.01113547142857,413.3009948730469,DIRECT,,27.97842729791931
Q3T001,491.40967471530615,巡航 O01→S012,109.23392234761906,23.011208415079363,413.3009948730469,DIRECT,,27.806471328686484
Q3T001,492.38830560965636,巡航 O01→S012,109.23400533809524,23.01128135873016,413.3009948730469,DIRECT,,27.63662120735208
Q3T001,493.36693650400656,巡航 O01→S012,109.23408832857143,23.01135430238095,413.3009948730469,DIRECT,,27.46888890673641
Q3T001,494.34556739835676,巡航 O01→S012,109.23417131904762,23.011427246031744,413.3009948730469,DIRECT,,27.303278947064868
Q3T001,495.32419829270697,巡航 O01→S012,109.23425430952382,23.01150018968254,413.3009948730469,DIRECT,,27.139789437565867
Q3T001,496.3028291870571,巡航 O01→S012,109.2343373,23.011573133333332,413.3009948730469,DIRECT,,26.97841299370276
Q3T001,497.2814600814073,巡航 O01→S012,109.2344202904762,23.011646076984125,413.3009948730469,DIRECT,,26.819137543350223
Q3T001,498.2600909757575,巡航 O01→S012,109.23450328095238,23.01171902063492,413.3009948730469,DIRECT,,26.66194703462861
Q3T001,499.2387218701077,巡航 O01→S012,109.23458627142858,23.011791964285713,413.3009948730469,DIRECT,,26.50682205629566
Q3T001,500.2173527644579,巡航 O01→S012,109.23466926190477,23.011864907936506,413.3009948730469,DIRECT,,26.353740380880538
Q3T001,501.19598365880813,巡航 O01→S012,109.23475225238096,23.0119378515873,413.3009948730469,DIRECT,,26.202677439402407
Q3T001,502.17461455315834,巡航 O01→S012,109.23483524285714,23.012010795238094,413.3009948730469,DIRECT,,26.053606735949785
Q3T001,503.15324544750854,巡航 O01→S012,109.23491823333333,23.012083738888887,413.3009948730469,DIRECT,,25.906500209031464
Q3T001,504.1318763418587,巡航 O01→S012,109.23500122380953,23.012156682539683,413.3009948730469,DIRECT,,25.761328546181346
Q3T001,505.1105072362089,巡航 O01→S012,109.23508421428572,23.012229626190475,413.3009948730469,DIRECT,,25.61806145747437
Q3T001,506.0891381305591,巡航 O01→S012,109.23516720476191,23.012302569841268,413.3009948730469,DIRECT,,25.476667912707
Q3T001,507.0677690249093,巡航 O01→S012,109.2352501952381,23.012375513492064,413.3009948730469,DIRECT,,25.3371163469606
Q3T001,508.0463999192595,巡航 O01→S012,109.2353331857143,23.012448457142856,413.3009948730469,DIRECT,,25.1993748381891
Q3T001,509.0250308136097,巡航 O01→S012,109.23541617619048,23.01252140079365,413.3009948730469,DIRECT,,25.063411260376682
Q3T001,510.0036617079599,巡航 O01→S012,109.23549916666667,23.012594344444445,413.3009948730469,DIRECT,,24.929193415139864
Q3T001,510.98229260231005,巡航 O01→S012,109.23558215714286,23.012667288095237,413.3009948730469,DIRECT,,24.796689144644517
Q3T001,511.96092349666026,巡航 O01→S012,109.23566514761906,23.01274023174603,413.3009948730469,DIRECT,,24.665866427948814
Q3T001,512.9395543910105,巡航 O01→S012,109.23574813809525,23.012813175396825,413.3009948730469,DIRECT,,24.53669346302631
Q3T001,513.9181852853607,巡航 O01→S012,109.23583112857143,23.012886119047618,413.3009948730469,DIRECT,,24.409138736058395
Q3T001,513.9181852853607,巡航 O01→S012,109.23583112857143,23.012886119047618,413.3009948730469,DIRECT,,24.409138736058395
Q3T001,514.8968161797109,巡航 O01→S012,109.23591411904762,23.01295906269841,413.3009948730469,DIRECT,,24.283171079791956
Q3T001,515.8754470740611,巡航 O01→S012,109.23599710952381,23.013032006349206,413.3009948730469,DIRECT,,24.15875972223523
Q3T001,516.8540779684113,巡航 O01→S012,109.23608010000001,23.01310495,413.3009948730469,DIRECT,,24.035874326949212
Q3T001,517.8327088627615,巡航 O01→S012,109.2361630904762,23.01317789365079,413.3009948730469,DIRECT,,23.91448502604075
Q3T001,518.8113397571117,巡航 O01→S012,109.23624608095238,23.013250837301587,413.3009948730469,DIRECT,,23.794562446690136
Q3T001,519.7899706514618,巡航 O01→S012,109.23632907142857,23.01332378095238,413.3009948730469,DIRECT,,23.676077732237317
Q3T001,520.768601545812,巡航 O01→S012,109.23641206190477,23.013396724603172,413.3009948730469,DIRECT,,23.559002558356283
Q3T001,521.7472324401622,巡航 O01→S012,109.23649505238096,23.01346966825397,413.3009948730469,DIRECT,,23.443309145136837
Q3T001,522.7258633345124,巡航 O01→S012,109.23657804285715,23.01354261190476,413.3009948730469,DIRECT,,23.328970265442365
Q3T001,523.7044942288626,巡航 O01→S012,109.23666103333333,23.013615555555553,413.3009948730469,DIRECT,,23.21595925022315
Q3T001,524.6831251232128,巡航 O01→S012,109.23674402380954,23.01368849920635,413.3009948730469,DIRECT,,23.104249991099024
Q3T001,525.661756017563,巡航 O01→S012,109.23682701428572,23.01376144285714,413.3009948730469,DIRECT,,22.99381694068903
Q3T001,526.6403869119132,巡航 O01→S012,109.23691000476191,23.013834386507934,413.3009948730469,DIRECT,,22.884635110838303
Q3T001,527.6190178062634,巡航 O01→S012,109.2369929952381,23.01390733015873,413.3009948730469,DIRECT,,22.776680069280673
Q3T001,528.5976487006135,巡航 O01→S012,109.23707598571428,23.013980273809523,413.3009948730469,DIRECT,,22.669927934818304
Q3T001,529.5762795949637,巡航 O01→S012,109.23715897619049,23.014053217460315,413.3009948730469,DIRECT,,22.56435537127122
Q3T001,530.5549104893139,巡航 O01→S012,109.23724196666667,23.01412616111111,413.3009948730469,DIRECT,,22.45993958048429
Q3T001,531.5335413836641,巡航 O01→S012,109.23732495714286,23.014199104761904,413.3009948730469,DIRECT,,22.356658294398073
Q3T001,532.5121722780143,巡航 O01→S012,109.23740794761905,23.014272048412696,413.3009948730469,DIRECT,,22.254489766501067
Q3T001,533.4908031723645,巡航 O01→S012,109.23749093809525,23.014344992063492,413.3009948730469,DIRECT,,22.153412762686557
Q3T001,534.4694340667147,巡航 O01→S012,109.23757392857144,23.014417935714285,413.3009948730469,DIRECT,,22.05340655171652
Q3T001,535.4480649610649,巡航 O01→S012,109.23765691904762,23.014490879365077,413.3009948730469,DIRECT,,21.95445089522589
Q3T001,536.4266958554151,巡航 O01→S012,109.23773990952381,23.014563823015873,413.3009948730469,DIRECT,,21.85652603757687
Q3T001,537.4053267497653,巡航 O01→S012,109.23782290000001,23.014636766666666,413.3009948730469,DIRECT,,21.75961269547126
Q3T001,538.3839576441155,巡航 O01→S012,109.2379058904762,23.014709710317458,413.3009948730469,DIRECT,,21.663692047472267
Q3T001,539.3625885384656,巡航 O01→S012,109.23798888095239,23.014782653968254,413.3009948730469,DIRECT,,21.56874572339315
Q3T001,540.3412194328158,巡航 O01→S012,109.23807187142857,23.014855597619047,413.3009948730469,DIRECT,,21.474755793753644
Q3T001,541.319850327166,巡航 O01→S012,109.23815486190477,23.01492854126984,413.3009948730469,DIRECT,,21.3817047591871
Q3T001,542.2984812215162,巡航 O01→S012,109.23823785238096,23.015001484920635,413.3009948730469,DIRECT,,21.289575539975502
Q3T001,543.2771121158664,巡航 O01→S012,109.23832084285715,23.015074428571427,413.3009948730469,DIRECT,,21.198351465588416
Q3T001,543.2771121158664,巡航 O01→S012,109.23832084285715,23.015074428571427,413.3009948730469,DIRECT,,21.198351465588416
Q3T001,544.2557430102166,巡航 O01→S012,109.23840383333334,23.01514737222222,413.3009948730469,DIRECT,,21.108016264399083
Q3T001,545.2343739045668,巡航 O01→S012,109.23848682380952,23.015220315873016,413.3009948730469,DIRECT,,21.018554053512432
Q3T001,546.213004798917,巡航 O01→S012,109.23856981428573,23.01529325952381,413.3009948730469,DIRECT,,20.92994932874504
Q3T001,547.1916356932672,巡航 O01→S012,109.23865280476191,23.0153662031746,413.3009948730469,DIRECT,,20.84218695479278
Q3T001,548.1702665876174,巡航 O01→S012,109.2387357952381,23.015439146825397,413.3009948730469,DIRECT,,20.755252155516487
Q3T001,549.1488974819677,巡航 O01→S012,109.23881878571429,23.01551209047619,413.3009948730469,DIRECT,,20.66913050449486
Q3T001,550.1275283763179,巡航 O01→S012,109.23890177619049,23.015585034126982,413.3009948730469,DIRECT,,20.58380791570741
Q3T001,551.106159270668,巡航 O01→S012,109.23898476666668,23.015657977777778,413.3009948730469,DIRECT,,20.499270634483096
Q3T001,552.0847901650181,巡航 O01→S012,109.23906775714286,23.01573092142857,413.3009948730469,DIRECT,,20.41550522857763
Q3T001,553.0634210593684,巡航 O01→S012,109.23915074761905,23.015803865079363,413.3009948730469,DIRECT,,20.33249857951776
Q3T001,554.0420519537186,巡航 O01→S012,109.23923373809525,23.01587680873016,413.3009948730469,DIRECT,,20.250237874127478
Q3T001,555.0206828480688,巡航 O01→S012,109.23931672857144,23.01594975238095,413.3009948730469,DIRECT,,20.168710596308543
Q3T001,555.999313742419,巡航 O01→S012,109.23939971904763,23.016022696031744,413.3009948730469,DIRECT,,20.087904518940263
Q3T001,556.9779446367692,巡航 O01→S012,109.23948270952381,23.01609563968254,413.3009948730469,DIRECT,,20.007807696079155
Q3T001,557.9565755311194,巡航 O01→S012,109.23956570000001,23.016168583333332,413.3009948730469,DIRECT,,19.928408455321602
Q3T001,558.9352064254696,巡航 O01→S012,109.2396486904762,23.016241526984125,413.3009948730469,DIRECT,,19.849695390397542
Q3T001,559.9138373198198,巡航 O01→S012,109.23973168095239,23.01631447063492,413.3009948730469,DIRECT,,19.771657353912374
Q3T001,560.89246821417,巡航 O01→S012,109.23981467142858,23.016387414285713,413.3009948730469,DIRECT,,19.69428345035884
Q3T001,561.8710991085202,巡航 O01→S012,109.23989766190476,23.016460357936506,413.3009948730469,DIRECT,,19.6175630292729
Q3T001,562.8497300028704,巡航 O01→S012,109.23998065238096,23.0165333015873,413.3009948730469,DIRECT,,19.541485678598633
Q3T001,563.8283608972206,巡航 O01→S012,109.24006364285715,23.016606245238094,413.3009948730469,DIRECT,,19.466041218275038
Q3T001,564.8069917915708,巡航 O01→S012,109.24014663333334,23.016679188888887,413.3009948730469,DIRECT,,19.391219693923432
Q3T001,565.7856226859209,巡航 O01→S012,109.24022962380953,23.016752132539683,413.3009948730469,DIRECT,,19.317011370799094
Q3T001,566.7642535802711,巡航 O01→S012,109.24031261428573,23.016825076190475,413.3009948730469,DIRECT,,19.243406727878053
Q3T001,567.7428844746213,巡航 O01→S012,109.24039560476191,23.016898019841268,413.3009948730469,DIRECT,,19.17039645213977
Q3T001,568.7215153689715,巡航 O01→S012,109.2404785952381,23.016970963492064,413.3009948730469,DIRECT,,19.097971432966958
Q3T001,569.7001462633217,巡航 O01→S012,109.24056158571429,23.017043907142856,413.3009948730469,DIRECT,,19.0261227567742
Q3T001,570.6787771576719,巡航 O01→S012,109.24064457619049,23.01711685079365,413.3009948730469,DIRECT,,18.954841701740833
Q3T001,571.6574080520221,巡航 O01→S012,109.24072756666668,23.017189794444445,413.3009948730469,DIRECT,,18.88411973275187
Q3T001,572.6360389463723,巡航 O01→S012,109.24081055714286,23.017262738095237,413.3009948730469,DIRECT,,18.81394849642514
Q3T001,572.6360389463723,巡航 O01→S012,109.24081055714286,23.017262738095237,413.3009948730469,DIRECT,,18.81394849642514
Q3T001,573.6146698407225,巡航 O01→S012,109.24089354761905,23.01733568174603,413.3009948730469,DIRECT,,18.74431981633346
Q3T001,574.5933007350727,巡航 O01→S012,109.24097653809524,23.017408625396826,413.3009948730469,DIRECT,,18.675225688351446
