from,to,distance_m,dem_max_m,cruise_alt_m,climb_m,descent_m,time_A,time_B,time_C
S006,O01,3181.0333082558936,316.09783935546875,366.09783935546875,51.29783935546874,238.39783935546876,377.5445245486682,324.5273027444033,351.78694263698145
S006,S001,5296.397004737481,343.9356384277344,393.9356384277344,79.13563842773436,209.93563842773438,551.7192185751286,463.4459351628373,489.7152082341264
S006,S002,9199.764205163334,344.2987060546875,394.2987060546875,79.49870605468749,174.7987060546875,863.0660682037154,709.7366647843265,732.5164491267744
S006,S003,4808.574653986464,612.3626708984375,662.3626708984375,347.5626708984375,323.8626708984375,646.1138464910596,565.9709355912851,621.5280474076914
S006,S004,8731.259686318474,375.2806396484375,425.2806396484375,110.48063964843749,196.9806396484375,843.2241096020603,697.7031148300857,724.766554771492
S006,S005,6124.013698256884,366.7322998046875,416.7322998046875,101.93229980468749,221.7322998046875,633.0048280448445,530.9379330738965,559.906649708011
S006,S007,2516.493361922941,540.361328125,590.361328125,275.561328125,241.861328125,398.3060874519117,356.3645314198627,398.92141944069607
S006,S008,8092.953343225435,517.8421020507812,567.8421020507812,253.04210205078124,296.9421020507813,877.5369867726926,742.6544310522685,789.2181147273989
S006,S009,7677.219773335359,341.0712890625,391.0712890625,76.27128906249999,161.0712890625,729.6205930904466,601.666930201524,622.8588117119406
S006,S010,7909.596354406596,383.2227783203125,433.2227783203125,118.42277832031249,81.62277832031248,731.2564003021121,599.4297943953354,615.4869241153876
S006,S011,3416.1949467998247,350.46759033203125,400.46759033203125,85.66759033203124,188.36759033203126,388.58581181014165,331.64922936347784,356.19716108548306
S006,S012,9988.840205459454,385.3490295410156,435.3490295410156,120.54902954101561,155.5490295410156,934.8059721183658,768.325302027375,791.9168069508776
S006,S013,7774.933209866233,344.1709289550781,394.1709289550781,79.37092895507811,42.470928955078136,691.3564487225767,561.7742285581395,571.3127167173192
S006,S014,8582.838500722219,556.662109375,606.662109375,291.862109375,255.662109375,914.7887552685181,771.7414469231478,816.7651318189812
S006,S015,4702.825209795635,601.2601318359375,651.2601318359375,336.4601318359375,176.7601318359375,574.7595308293237,496.3791106660632,536.4857993053861
S007,O01,4533.827897987505,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,586.0193198680994,510.45552156830763,559.7810507431122
S007,S001,5179.664954576293,389.17535400390625,439.17535400390625,90.67535400390625,255.17535400390625,563.9340058175557,477.6062565746174,509.16881557526847
S007,S002,8119.478260573322,424.7281799316406,474.7281799316406,126.22817993164062,255.22817993164062,820.7905203309799,685.4658826547579,719.4039126433647
S007,S003,2732.8231547260502,360.6993408203125,410.6993408203125,62.1993408203125,72.1993408203125,277.34811282873335,231.80106024996587,243.16761705335128
S007,S004,7107.961679318895,543.2369995117188,593.2369995117188,244.73699951171875,364.93699951171874,819.8839395851685,701.4179115965201,754.2274115151399
S007,S005,4690.984492188072,467.1478271484375,517.1478271484375,168.6478271484375,322.1478271484375,575.9904475911935,497.8073727213923,541.2653439127986
S007,S006,2516.493361922941,540.361328125,590.361328125,241.861328125,275.561328125,400.5527541185784,358.6111980865294,402.291419440696
S007,S008,5931.510683654596,606.739501953125,656.739501953125,308.239501953125,385.839501953125,751.3748584035079,652.5163470092648,711.6495973347855
S007,S009,6903.244394764176,418.3708190917969,468.3708190917969,119.87081909179688,238.37081909179688,710.5756335643324,595.5215603182628,627.3500301668955
S007,S010,8586.76868580759,386.94964599609375,436.94964599609375,88.44964599609375,85.34964599609373,779.1871308811012,636.0743194509747,650.5059271169903
S007,S011,2829.5656499086176,389.17535400390625,439.17535400390625,90.67535400390625,227.07535400390626,356.8523970952494,309.6929695967724,338.44552859742345
S007,S012,9652.035489248105,407.66363525390625,457.66363525390625,109.16363525390625,177.86363525390624,911.8696232902066,751.0023651360715,776.066304345056
S007,S013,8041.887741128279,382.5381164550781,432.5381164550781,84.03811645507812,80.83811645507814,730.5052638277472,596.4738014756092,610.1601542181222
S007,S014,9672.52823183821,530.8557739257812,580.8557739257812,232.35577392578125,229.85577392578125,975.4382535320906,814.2294496681204,852.7054119890839
S007,S015,2228.382783540731,452.918212890625,502.918212890625,154.418212890625,28.418212890625,248.53858808151926,211.39887502250707,224.53524383761123
S008,O01,8109.473184928188,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,807.8762757459689,672.718389330499,704.0399447097307
S008,S001,5983.178480879921,316.78717041015625,366.78717041015625,95.88717041015627,182.78717041015625,603.6754650407747,503.955823692776,528.6270187611353
S008,S002,4795.75754412986,331.8424987792969,381.8424987792969,110.9424987792969,162.34249877929688,501.56429444897276,421.6350020468084,445.2654185100245
S008,S003,6261.095242719468,746.0787353515625,796.0787353515625,525.1787353515625,457.5787353515625,879.8490094844348,775.497422105777,856.2672113310375
S008,S004,2607.410352550689,336.83349609375,386.83349609375,115.93349609375002,158.53349609375,319.3420931813074,275.88525397212925,299.46750332108763
S008,S005,3047.778454649959,316.78717041015625,366.78717041015625,95.88717041015627,171.78717041015625,354.65879618827785,303.86248861077854,327.43368367913786
S008,S006,8092.953343225435,517.8421020507812,567.8421020507812,296.9421020507813,253.04210205078124,874.6103201060259,739.727764385602,784.8281147273988
S008,S007,5931.510683654596,606.739501953125,656.739501953125,385.839501953125,308.239501953125,746.2015250701746,647.3430136759314,703.8895973347855
S008,S009,5018.262541010504,338.620361328125,388.620361328125,117.72036132812502,158.620361328125,520.876810058167,437.2391010413253,460.9491612626794
S008,S010,9305.019710618477,419.0903015136719,469.0903015136719,198.1903015136719,117.49030151367185,888.4778636615658,733.3942018179246,758.3559187368699
S008,S011,5348.227792490419,362.91650390625,412.91650390625,142.01650390625002,200.81650390625,573.3510855721183,484.213955697278,513.7633730149863
S008,S012,7720.913182865526,309.1531982421875,359.1531982421875,88.25319824218752,79.35319824218749,704.5684439497313,575.8865575686392,589.7054239423372
S008,S013,8061.25773176353,336.37310791015625,386.37310791015625,115.47310791015627,34.67310791015626,724.1317567810753,589.7774612516831,600.9429792367092
S008,S014,10991.64386128331,542.4922485351562,592.4922485351562,321.5922485351563,241.49224853515625,1119.764637366057,936.5705730113352,982.159281100528
S008,S015,3938.561695357619,660.450927734375,710.450927734375,439.550927734375,235.950927734375,569.1108216183433,503.46812669571625,556.3666146514454
S009,O01,5722.680393214659,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,564.177901827133,468.7998952735554,489.56804733247463
S009,S001,2659.3015848117507,243.22891235351562,293.2289123535156,63.228912353515625,109.22891235351562,286.376334460224,242.05464138002816,257.19279343894743
S009,S002,1730.8851051143758,278.2866516113281,328.2866516113281,98.28665161132812,108.78665161132812,220.51730327450525,191.66921818926568,209.1003267911537
S009,S003,8884.811084416204,544.588134765625,594.588134765625,364.588134765625,256.088134765625,964.3655558628086,816.2853711225385,866.2000602501428
S009,S004,2992.1220913175425,275.2157897949219,325.2157897949219,95.21578979492188,96.91578979492186,319.8484201260713,269.9797186041122,286.0190169032659
S009,S005,2645.6202183536057,313.5632019042969,363.5632019042969,133.56320190429688,168.56320190429688,332.41469959261815,288.32102928672475,314.0815629374409
S009,S006,7677.219773335359,341.0712890625,391.0712890625,161.0712890625,76.27128906249999,723.9672597571132,596.0135968681906,614.3788117119407
S009,S007,6903.244394764176,418.3708190917969,468.3708190917969,238.37081909179688,119.87081909179688,702.6756335643324,587.6215603182628,615.5000301668956
S009,S008,5018.262541010504,338.620361328125,388.620361328125,158.620361328125,117.72036132812502,518.1501433915004,434.5124343746586,456.85916126267944
S009,S010,4576.430562498306,432.957275390625,482.957275390625,252.957275390625,131.35727539062498,518.2312154946505,441.95737278634545,471.9569186847829
S009,S011,4326.923433446028,265.66766357421875,315.66766357421875,85.66766357421875,103.56766357421876,430.5599060749294,358.44451551749563,374.51245944653203
S009,S012,2967.8713189015966,310.91961669921875,360.91961669921875,130.91961669921875,81.11961669921874,323.41032882122676,273.9458068395335,290.78574295606995
S009,S013,3218.6733865088527,322.2989807128906,372.2989807128906,142.29898071289062,20.598980712890636,323.8953680651909,270.25081162337665,281.7973084088584
S009,S014,6332.946435819764,502.7727966308594,552.7727966308594,322.7727966308594,201.77279663085938,716.0455871809438,610.4964799172811,652.1919460224244
S009,S015,6352.739610385317,532.3267822265625,582.3267822265625,352.3267822265625,107.8267822265625,689.9679411649222,584.0889476585003,618.360078029594
S010,O01,4778.439901620956,385.63653564453125,435.63653564453125,84.03653564453123,307.93653564453126,549.3901179410693,469.74945291405334,506.1455421881419
S010,S001,3707.6530913343026,381.0796813964844,431.0796813964844,79.47968139648435,247.07968139648438,434.29619063528037,372.50197244637536,402.5085860124561
S010,S002,5938.026079473053,441.85394287109375,491.85394287109375,140.25394287109373,272.35394287109375,650.5283980615566,551.5612967370056,588.146953882188
S010,S003,11208.771897972025,466.96417236328125,516.9641723632812,165.36417236328123,178.46417236328125,1060.571384564075,873.7585195978746,902.6292149917548
S010,S004,7564.5553516914315,432.957275390625,482.957275390625,131.35727539062498,254.657275390625,776.0282812607443,649.9523587325538,684.1752379643247
S010,S005,6365.837412618157,416.15325927734375,466.15325927734375,114.55325927734373,271.15325927734375,677.1321745215652,571.0348843112625,605.7870941908199
S010,S006,7909.596354406596,383.2227783203125,433.2227783203125,81.62277832031248,118.42277832031249,733.7097336354454,601.8831277286688,619.1669241153876
S010,S007,8586.76868580759,386.94964599609375,436.94964599609375,85.34964599609373,88.44964599609375,779.3937975477679,636.2809861176414,650.8159271169903
S010,S008,9305.019710618477,419.0903015136719,469.0903015136719,117.49030151367185,198.1903015136719,893.8578636615658,738.7742018179246,766.4259187368698
S010,S009,4576.430562498306,432.957275390625,482.957275390625,131.35727539062498,252.957275390625,526.3378821613172,450.0640394530121,484.11691868478295
S010,S011,5865.856314986306,387.0433349609375,437.0433349609375,85.44333496093748,224.9433349609375,607.279805220213,509.51553330377453,537.7060891305974
S010,S012,3966.31314229122,423.1903076171875,473.1903076171875,121.59030761718748,193.3903076171875,448.4123207768725,382.3071017386855,409.75215300821674
S010,S013,1383.3537128130683,454.07037353515625,504.07037353515625,152.47037353515623,152.37037353515626,227.05108332687027,203.99518811331913,229.39691703584518
S010,S014,1758.3707880097782,487.5635681152344,537.5635681152344,185.96356811523435,186.56356811523438,283.1441822853201,253.83800248515706,284.8919305043628
S010,S015,9187.953383328571,568.3262329101562,618.3262329101562,266.7262329101562,143.82623291015625,912.1020194114956,758.969463022686,791.1338351743786
S011,O01,2817.1517251515784,245.36175537109375,295.36175537109375,83.26175537109376,167.66175537109376,329.5812643681003,282.628735615574,304.94569484408964
S011,S001,2350.339332439606,226.38790893554688,276.3879089355469,64.28790893554688,92.38790893554688,254.2460775893682,215.07375538204144,228.59840687129926
S011,S002,5790.094450192107,311.78533935546875,361.78533935546875,149.68533935546876,142.28533935546875,589.3171197100193,492.8155455401509,517.0231020993956
S011,S003,5348.800230216275,485.42230224609375,535.4223022460938,323.3223022460937,196.92230224609375,632.2763741651584,543.1297036615538,584.3767540359026
S011,S004,5422.193675424371,311.138916015625,361.138916015625,149.038916015625,132.838916015625,554.6646780301559,464.2947834397497,487.5146027756872
S011,S005,2812.761820122839,297.5489196777344,347.5489196777344,135.44891967773438,152.54891967773438,340.5660261072417,293.6866624385278,317.97148238481685
S011,S006,3416.1949467998247,350.46759033203125,400.46759033203125,188.36759033203126,85.66759033203124,381.739145143475,324.8025626968112,345.92716108548314
S011,S007,2829.5656499086176,389.17535400390625,439.17535400390625,227.07535400390626,90.67535400390625,347.759063761916,300.5996362634391,324.80552859742346
S011,S008,5348.227792490419,362.91650390625,412.91650390625,200.81650390625,142.01650390625002,569.4310855721183,480.293955697278,507.8833730149863
S011,S009,4326.923433446028,265.66766357421875,315.66766357421875,103.56766357421876,85.66766357421875,429.36657274159603,357.25118218416225,372.72245944653207
S011,S010,5865.856314986306,387.0433349609375,437.0433349609375,224.9433349609375,85.44333496093748,597.9798052202129,500.2155333037745,523.7560891305975
S011,S012,6897.405972053148,370.4505615234375,420.4505615234375,208.3505615234375,140.6505615234375,700.4942427882831,585.5374765873974,613.492570174637
S011,S013,5224.684409008065,328.3608093261719,378.3608093261719,166.26080932617188,26.660809326171886,501.4749609231981,414.3968874397304,428.1470223274257
S011,S014,7123.1233182038295,568.5668334960938,618.5668334960938,406.4668334960937,267.56683349609375,836.1092877474546,717.3905657773907,771.2450380267396
S011,S015,3461.773106321488,538.7306518554688,588.7306518554688,376.6306518554687,114.23065185546875,459.7169035541344,402.0206851154429,438.55246042468775
S012,O01,7398.4495612874725,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,775.2781930141904,651.9707003260659,689.4308661382403
S012,S001,4696.5197787275065,385.599609375,435.599609375,155.799609375,251.599609375,543.9496951022921,465.67436545683375,501.2209670193338
S012,S002,3072.0015098575946,358.1782531738281,408.1782531738281,128.3782531738281,188.67825317382812,374.2641781489402,323.0641529846469,350.4905285136183
S012,S003,11798.893143755728,544.5889282226562,594.5889282226562,314.78892822265624,256.08892822265625,1190.6063093429252,993.9580902803299,1040.5529116507726
S012,S004,5283.746325594186,312.0069580078125,362.0069580078125,82.20695800781249,133.7069580078125,521.1972963385779,433.1348575786748,451.98601724664354
S012,S005,5613.480349223458,313.5632019042969,363.5632019042969,83.76320190429686,168.56320190429688,563.1363771651058,469.57837134471487,492.018904995431
S012,S006,9988.840205459454,385.3490295410156,435.3490295410156,155.5490295410156,120.54902954101561,932.4726387850325,765.9919686940416,788.4168069508776
S012,S007,9652.035489248105,407.66363525390625,457.66363525390625,177.86363525390624,109.16363525390625,907.2896232902067,746.4223651360716,769.1963043450559
S012,S008,7720.913182865526,309.1531982421875,359.1531982421875,79.35319824218749,88.25319824218752,705.1617772830648,576.4798909019726,590.5954239423372
S012,S009,2967.8713189015966,310.91961669921875,360.91961669921875,81.11961669921874,130.91961669921875,326.7303288212268,277.2658068395335,295.76574295606997
S012,S010,3966.31314229122,423.1903076171875,473.1903076171875,193.3903076171875,121.59030761718748,443.62565411020586,377.52043507201887,402.57215300821673
S012,S011,6897.405972053148,370.4505615234375,420.4505615234375,140.6505615234375,208.3505615234375,705.0075761216165,590.0508099207307,620.262570174637
S012,S013,2863.945872700185,386.5263671875,436.5263671875,156.7263671875,84.82636718750001,324.8348253291821,277.10239411751235,296.033455315429
S012,S014,5477.038924845828,481.1858215332031,531.1858215332031,251.3858215332031,180.18582153320312,612.2895128615013,521.0055307807374,555.783167702938
S012,S015,9302.608803221587,534.7462158203125,584.7462158203125,304.9462158203125,110.2462158203125,920.9646252033614,765.9211451496683,797.2755144530537
S013,O01,4848.706999909886,349.18182373046875,399.18182373046875,47.48182373046876,271.48182373046876,528.4789207281675,447.66713739633616,477.98077468474764
S013,S001,2894.2536667716154,328.3608093261719,378.3608093261719,26.660809326171886,194.36080932617188,327.8190657368273,279.5815046239671,300.79497284499575
S013,S002,4556.431620585511,327.2103271484375,377.2103271484375,25.51032714843751,157.7103271484375,451.29020829098016,375.34968128122165,392.8214024726279
S013,S003,10540.921591246684,505.94439697265625,555.9443969726562,204.24439697265626,217.44439697265625,1033.469357050505,857.7873305297268,893.1480633585029
S013,S004,6210.790426025732,322.2989807128906,372.2989807128906,20.598980712890636,143.9989807128906,582.0317880249308,478.5186142578353,494.29177770998376
