运输架次,阶段,开始_s,结束_s,保证方式,备用中继架次,证书类型,链路余量下界_dB
Q3T002,下降 S014→O01,1856.3202402445995,1882.8486623986173,DIRECT_CERTIFIED,,NLOS_BOUND,22.07367909204099
Q3T002,下降 S014→O01,1882.8486623986173,1909.377084552635,DIRECT_CERTIFIED,,NLOS_BOUND,24.15238292307758
Q3T002,下降 S014→O01,1909.377084552635,1935.905506706653,DIRECT_CERTIFIED,,NLOS_BOUND,26.890502074848
Q3T002,下降 S014→O01,1935.905506706653,1962.433928860671,DIRECT_CERTIFIED,,NLOS_BOUND,30.91175956574226
Q3T002,下降 S014→O01,1962.433928860671,1988.9623510146887,DIRECT_CERTIFIED,,NLOS_BOUND,38.630206248668884
Q3T003,爬升 O01→S007,360.0,385.6182116699219,DIRECT_CERTIFIED,,NLOS_BOUND,36.850457649106204
Q3T003,爬升 O01→S007,385.6182116699219,411.2364233398437,DIRECT_CERTIFIED,,NLOS_BOUND,29.42254480979244
Q3T003,爬升 O01→S007,411.2364233398437,436.8546350097656,DIRECT_CERTIFIED,,NLOS_BOUND,25.478096640754302
Q3T003,爬升 O01→S007,436.8546350097656,462.4728466796875,DIRECT_CERTIFIED,,NLOS_BOUND,22.775479585213617
Q3T003,爬升 O01→S007,462.4728466796875,488.0910583496094,DIRECT_CERTIFIED,,NLOS_BOUND,20.717231343301734
Q3T003,巡航 O01→S007,488.0910583496094,517.1540576956832,DIRECT_CERTIFIED,,NLOS_BOUND,17.891635549357346
Q3T003,巡航 O01→S007,517.1540576956832,546.2170570417569,DIRECT_CERTIFIED,,NLOS_BOUND,14.026950138077765
Q3T003,巡航 O01→S007,546.2170570417569,575.2800563878307,DIRECT_CERTIFIED,,NLOS_BOUND,11.055571783829734
Q3T003,巡航 O01→S007,575.2800563878307,604.3430557339044,DIRECT_CERTIFIED,,NLOS_BOUND,8.76721105369846
Q3T003,巡航 O01→S007,604.3430557339044,633.4060550799782,DIRECT_CERTIFIED,,NLOS_BOUND,6.929964599252827
Q3T003,巡航 O01→S007,633.4060550799782,662.4690544260519,DIRECT_CERTIFIED,,NLOS_BOUND,5.402178568022151
Q3T003,巡航 O01→S007,662.4690544260519,691.5320537721257,DIRECT_CERTIFIED,,NLOS_BOUND,4.097262137350015
Q3T003,巡航 O01→S007,691.5320537721257,720.5950531181994,DIRECT_CERTIFIED,,NLOS_BOUND,2.959646539759774
Q3T003,巡航 O01→S007,720.5950531181994,749.6580524642732,DIRECT_CERTIFIED,,NLOS_BOUND,1.9518983171044653
Q3T003,巡航 O01→S007,749.6580524642732,778.7210518103468,DIRECT_CERTIFIED,,NLOS_BOUND,1.0477272694486004
Q3T003,巡航 O01→S007,778.7210518103468,807.7840511564207,DIRECT_CERTIFIED,,NLOS_BOUND,0.22801451112206905
Q3T003,巡航 O01→S007,807.7840511564207,836.8470505024943,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,6.395957839029833
Q3T003,巡航 O01→S007,836.8470505024943,865.9100498485682,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,6.0170348407152545
Q3T003,下降 O01→S007,865.9100498485682,887.7064731884119,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,6.009313559986779
Q3T003,下降 O01→S007,887.7064731884119,909.5028965282556,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,5.998922793119235
Q3T003,下降 O01→S007,909.5028965282556,931.2993198680995,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,5.985952996676005
Q3T003,投送 S007,931.2993198680995,1141.2993198680995,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,5.985952996676005
Q3T003,爬升 S007→O01,1141.2993198680995,1168.5448490429042,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,5.985952996676005
Q3T003,爬升 S007→O01,1168.5448490429042,1195.7903782177088,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,6.004441826159976
Q3T003,巡航 S007→O01,1195.7903782177088,1224.8533775637825,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,6.0170348407152545
Q3T003,巡航 S007→O01,1224.8533775637825,1253.9163769098564,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,6.395957839029833
Q3T003,巡航 S007→O01,1253.9163769098564,1282.97937625593,DIRECT_CERTIFIED,,NLOS_BOUND,0.22801451112206905
Q3T003,巡航 S007→O01,1282.97937625593,1312.0423756020039,DIRECT_CERTIFIED,,NLOS_BOUND,1.0477272694486004
Q3T003,巡航 S007→O01,1312.0423756020039,1341.1053749480775,DIRECT_CERTIFIED,,NLOS_BOUND,1.9518983171044653
Q3T003,巡航 S007→O01,1341.1053749480775,1370.1683742941514,DIRECT_CERTIFIED,,NLOS_BOUND,2.959646539759774
Q3T003,巡航 S007→O01,1370.1683742941514,1399.231373640225,DIRECT_CERTIFIED,,NLOS_BOUND,4.097262137350015
Q3T003,巡航 S007→O01,1399.231373640225,1428.2943729862989,DIRECT_CERTIFIED,,NLOS_BOUND,5.402178568022151
Q3T003,巡航 S007→O01,1428.2943729862989,1457.3573723323725,DIRECT_CERTIFIED,,NLOS_BOUND,6.929964599252827
Q3T003,巡航 S007→O01,1457.3573723323725,1486.4203716784464,DIRECT_CERTIFIED,,NLOS_BOUND,8.76721105369846
Q3T003,巡航 S007→O01,1486.4203716784464,1515.48337102452,DIRECT_CERTIFIED,,NLOS_BOUND,11.055571783829734
Q3T003,巡航 S007→O01,1515.48337102452,1544.5463703705939,DIRECT_CERTIFIED,,NLOS_BOUND,14.026950138077765
Q3T003,巡航 S007→O01,1544.5463703705939,1573.6093697166675,DIRECT_CERTIFIED,,NLOS_BOUND,17.891635549357346
Q3T003,下降 S007→O01,1573.6093697166675,1599.2275813865895,DIRECT_CERTIFIED,,NLOS_BOUND,20.717231343301734
Q3T003,下降 S007→O01,1599.2275813865895,1624.8457930565112,DIRECT_CERTIFIED,,NLOS_BOUND,22.396761547681237
Q3T003,下降 S007→O01,1624.8457930565112,1650.4640047264331,DIRECT_CERTIFIED,,NLOS_BOUND,24.480834955838418
Q3T003,下降 S007→O01,1650.4640047264331,1676.082216396355,DIRECT_CERTIFIED,,NLOS_BOUND,27.228311382556527
Q3T003,下降 S007→O01,1676.082216396355,1701.7004280662768,DIRECT_CERTIFIED,,NLOS_BOUND,31.26997978254616
Q3T003,下降 S007→O01,1701.7004280662768,1727.3186397361987,DIRECT_CERTIFIED,,NLOS_BOUND,39.06773852408783
Q3T004,爬升 O01→S002,360.0,384.16723388671875,DIRECT_CERTIFIED,,NLOS_BOUND,39.81426056883936
Q3T004,爬升 O01→S002,384.16723388671875,408.3344677734375,DIRECT_CERTIFIED,,NLOS_BOUND,31.87344837916062
Q3T004,爬升 O01→S002,408.3344677734375,432.50170166015624,DIRECT_CERTIFIED,,NLOS_BOUND,27.795551548655098
Q3T004,巡航 O01→S002,432.50170166015624,461.6596566340347,DIRECT_CERTIFIED,,NLOS_BOUND,18.575025731457984
Q3T004,巡航 O01→S002,461.6596566340347,490.81761160791325,DIRECT_CERTIFIED,,NLOS_BOUND,12.962793528410856
Q3T004,巡航 O01→S002,490.81761160791325,519.9755665817917,DIRECT_CERTIFIED,,NLOS_BOUND,9.520994356632698
Q3T004,巡航 O01→S002,519.9755665817917,549.1335215556702,DIRECT_CERTIFIED,,NLOS_BOUND,7.050580780915567
Q3T004,巡航 O01→S002,549.1335215556702,578.2914765295486,DIRECT_CERTIFIED,,NLOS_BOUND,5.125570650723148
Q3T004,巡航 O01→S002,578.2914765295486,607.4494315034271,DIRECT_CERTIFIED,,NLOS_BOUND,3.5491275651847616
Q3T004,巡航 O01→S002,607.4494315034271,636.6073864773057,DIRECT_CERTIFIED,,NLOS_BOUND,2.2145279393281783
Q3T004,巡航 O01→S002,636.6073864773057,665.7653414511842,DIRECT_CERTIFIED,,NLOS_BOUND,1.057505657403425
Q3T004,巡航 O01→S002,665.7653414511842,694.9232964250626,DIRECT_CERTIFIED,,NLOS_BOUND,0.03638735573836982
Q3T004,巡航 O01→S002,694.9232964250626,724.081251398941,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,6.497777065139388
Q3T004,巡航 O01→S002,724.081251398941,753.2392063728196,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,5.95931506083123
Q3T004,巡航 O01→S002,753.2392063728196,782.3971613466981,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,5.333383371321389
Q3T004,巡航 O01→S002,782.3971613466981,811.5551163205766,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,4.661002921691079
Q3T004,巡航 O01→S002,811.5551163205766,840.7130712944552,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,3.972125567354013
Q3T004,巡航 O01→S002,840.7130712944552,869.8710262683335,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,3.286685096367364
Q3T004,巡航 O01→S002,869.8710262683335,899.028981242212,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,2.616929536359507
Q3T004,巡航 O01→S002,899.028981242212,928.1869362160905,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,1.9697669942167408
Q3T004,下降 O01→S002,928.1869362160905,950.5504997536882,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,1.9641679639565126
Q3T004,下降 O01→S002,950.5504997536882,972.9140632912859,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,1.9578823948422297
Q3T004,投送 S002,972.9140632912859,1224.9140632912859,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,1.9578823948422297
Q3T004,爬升 S002→O01,1224.9140632912859,1242.804914121364,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,1.9578823948422297
Q3T004,爬升 S002→O01,1242.804914121364,1260.695764951442,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,1.9641679639565126
Q3T004,巡航 S002→O01,1260.695764951442,1289.8537199253205,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,1.9697669942167408
Q3T004,巡航 S002→O01,1289.8537199253205,1319.011674899199,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,2.616929536359507
Q3T004,巡航 S002→O01,1319.011674899199,1348.1696298730774,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,3.286685096367364
Q3T004,巡航 S002→O01,1348.1696298730774,1377.327584846956,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,3.972125567354013
Q3T004,巡航 S002→O01,1377.327584846956,1406.4855398208344,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,4.661002921691079
Q3T004,巡航 S002→O01,1406.4855398208344,1435.643494794713,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,5.333383371321389
Q3T004,巡航 S002→O01,1435.643494794713,1464.8014497685915,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,5.95931506083123
Q3T004,巡航 S002→O01,1464.8014497685915,1493.9594047424698,RELAY_BACKUP_DIRECT_FIRST,Q3R001,LOS_TRIANGLE,6.497777065139388
Q3T004,巡航 S002→O01,1493.9594047424698,1523.1173597163483,DIRECT_CERTIFIED,,NLOS_BOUND,0.03638735573836982
Q3T004,巡航 S002→O01,1523.1173597163483,1552.2753146902269,DIRECT_CERTIFIED,,NLOS_BOUND,1.057505657403425
Q3T004,巡航 S002→O01,1552.2753146902269,1581.4332696641054,DIRECT_CERTIFIED,,NLOS_BOUND,2.2145279393281783
Q3T004,巡航 S002→O01,1581.4332696641054,1610.591224637984,DIRECT_CERTIFIED,,NLOS_BOUND,3.5491275651847616
Q3T004,巡航 S002→O01,1610.591224637984,1639.7491796118625,DIRECT_CERTIFIED,,NLOS_BOUND,5.125570650723148
Q3T004,巡航 S002→O01,1639.7491796118625,1668.907134585741,DIRECT_CERTIFIED,,NLOS_BOUND,7.050580780915567
Q3T004,巡航 S002→O01,1668.907134585741,1698.0650895596193,DIRECT_CERTIFIED,,NLOS_BOUND,9.520994356632698
Q3T004,巡航 S002→O01,1698.0650895596193,1727.2230445334978,DIRECT_CERTIFIED,,NLOS_BOUND,12.962793528410856
Q3T004,巡航 S002→O01,1727.2230445334978,1756.3809995073761,DIRECT_CERTIFIED,,NLOS_BOUND,18.575025731457984
Q3T004,下降 S002→O01,1756.3809995073764,1779.037781276175,DIRECT_CERTIFIED,,NLOS_BOUND,27.795551548655098
Q3T004,下降 S002→O01,1779.037781276175,1801.694563044974,DIRECT_CERTIFIED,,NLOS_BOUND,30.66105750651292
