架次,起点,终点,剩余载荷（kg）,剩余体积（m3）,水平距离（m）,DEM最高（m）,巡航海拔（m）,爬升（m）,下降（m）,航段开始（s）,航段结束（s）,飞行时间（s）,能耗（kWh）
Q2T009,S002,O01,0,0,7435.278518339014,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,3244.9699690314246,3867.0640323227103,622.0940632912858,2.311443314941289
Q2T010,O01,S014,25.0,0.067,5410.917094369381,541.9473876953125,591.9473876953125,464.2473876953125,240.9473876953125,1900.400941459339,2512.256832060527,611.8558906011879,1.3050440730861401
Q2T010,S014,O01,0,0,5410.917094369381,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,2752.256832060527,3378.9993893283813,626.7425572678545,0.8322628869572777
Q2T011,O01,S006,59.0,0.156,3181.0333082558936,316.09783935546875,366.09783935546875,238.39783935546876,51.29783935546874,2107.4267416985454,2440.503684335527,333.07694263698147,1.6016288548680073
Q2T011,S006,O01,0,0,3181.0333082558936,316.09783935546875,366.09783935546875,51.29783935546874,238.39783935546876,2836.503684335527,3188.2906269725086,351.78694263698145,0.9923504297353398
Q2T012,O01,S002,25.0,0.067,7435.278518339014,258.9542541503906,308.9542541503906,181.25425415039064,89.45425415039062,2313.8014006521316,2905.686421585019,591.8850209328874,1.6377376063083129
Q2T012,S002,O01,0,0,7435.278518339014,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,3145.686421585019,3743.6914425179066,598.0050209328875,1.0841890132080965
Q2T013,O01,S008,45.0,0.129,8109.473184928188,322.9093322753906,372.9093322753906,245.20933227539064,102.00933227539065,3638.290626972508,4328.010571682239,689.7199447097307,3.335287807984369
Q2T013,S008,O01,0,0,8109.473184928188,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,4688.010571682239,5392.05051639197,704.0399447097307,2.5222092998123395
Q2T014,O01,S015,25.0,0.067,6019.113948538092,521.7992553710938,571.7992553710938,444.09925537109376,97.29925537109375,3768.9993893283818,4357.2264398363895,588.2270505080082,1.42709584923683
Q2T014,S015,O01,0,0,6019.113948538092,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,4597.2264398363895,5208.573490344398,611.3470505080082,0.8838097137302899
Q2T015,O01,S009,25.0,0.067,5722.680393214659,243.22891235351562,293.2289123535156,165.52891235351564,63.228912353515625,4174.404493429911,4636.384388703466,461.97989527355537,1.269375122245852
Q2T015,S009,O01,0,0,5722.680393214659,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,4876.384388703466,5345.184283977022,468.7998952735554,0.8330805219878709
Q2T016,O01,S003,67.0,0.184,7261.075570364734,511.80413818359375,561.8041381835938,434.10413818359376,223.30413818359375,4377.06403232271,5146.429461378926,769.3654290562166,4.029055636774576
Q2T016,S003,O01,0,0,7261.075570364734,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,5578.429461378926,6368.874890435142,790.4454290562165,2.2932526735471885
Q2T017,O01,S007,20.0,0.062,4533.827897987505,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,5568.573490344398,6064.3090119127055,495.73552156830755,0.9683803200329067
Q2T017,S007,S003,14.0,0.027,2732.8231547260502,360.6993408203125,410.6993408203125,62.1993408203125,72.1993408203125,6244.3090119127055,6476.110072162672,231.80106024996587,0.4707804802103717
Q2T017,S003,O01,0,0,7261.075570364734,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,6656.110072162672,7388.258144854956,732.1480726922844,1.0922308787684507
Q2T018,O01,S004,59.0,0.156,7745.662441501828,348.2391662597656,398.2391662597656,270.53916625976564,169.9391662597656,5872.05051639197,6581.61326212588,709.562745733911,3.748680518186259
Q2T018,S004,O01,0,0,7745.662441501828,348.2391662597656,398.2391662597656,169.9391662597656,270.53916625976564,6977.61326212588,7697.236007859791,719.622745733911,2.428238511705282
Q2T019,O01,S011,25.0,0.067,2817.1517251515784,245.36175537109375,295.36175537109375,167.66175537109376,83.26175537109376,5979.859644308351,6256.861713257258,277.0020689489073,0.6542394187282041
Q2T019,S011,O01,0,0,2817.1517251515784,245.36175537109375,295.36175537109375,83.26175537109376,167.66175537109376,6496.861713257258,6779.490448872832,282.628735615574,0.4229332164781491
Q2T020,O01,S005,59.0,0.156,5302.020131150288,276.410888671875,326.410888671875,198.710888671875,131.410888671875,6848.874890435143,7347.532698983183,498.65780854804007,2.5726242067390874
Q2T020,S005,O01,0,0,5302.020131150288,276.410888671875,326.410888671875,131.410888671875,198.710888671875,7743.532698983183,8248.920507531224,505.3878085480401,1.6661558339555333
