K,canonical_units,transport_zero_augmentation,all_inventory_feasible,total_shortage,shortage_resource_types,relay_copy_count,relay_delta_energy_kWh,CV_transport_workload,CV_joint_workload,max_min_transport_workload_ratio,geo_compactness_km,pareto,selected,theoretical_relay_min,total_A_drone,total_B_drone,total_C_drone,total_A_battery,total_B_battery,total_C_battery,total_relay_drone,total_relay_energy,shortage_A_drone,shortage_B_drone,shortage_C_drone,shortage_A_battery,shortage_B_battery,shortage_C_battery,shortage_relay_drone,shortage_relay_energy,group_1_services,group_2_services,group_3_services
3,"1,3,5|2,7,9|4,6,8",False,False,11,5,7,3.749751460783973,0.033064676839927094,0.15624880142661704,1.0841391611152535,60.29630172562018,1,0,0,5,2,4,6,2,6,6,8,1,0,2,0,0,2,4,2,S001;S003;S005;S011;S013,S002;S008;S010;S014;S015,S004;S006;S007;S009;S012
3,"1,3,5|2,8,9|4,6,7",False,False,10,6,5,2.697258600986005,0.009653035865300025,0.07054189054088912,1.0223656476142282,46.48234686272938,1,0,0,5,3,4,6,3,5,6,7,1,1,2,0,0,1,4,1,S001;S003;S005;S011;S013,S002;S009;S010;S012;S014,S004;S006;S007;S008;S015
3,"1,3,5|2,9|4,6,7,8",False,False,8,4,6,3.218461571158774,0.3134360511876493,0.19095461147747234,2.250975100361415,52.95588811736086,1,0,0,4,2,4,6,2,5,6,7,0,0,2,0,0,1,4,1,S001;S003;S005;S011;S013,S002;S010;S014,S004;S006;S007;S008;S009;S012;S015
3,"1,3,6|2,5,9|4,7,8",False,False,8,5,7,3.918458176871948,0.0604075847973407,0.06683136109453262,1.14951896703511,53.24064435897459,1,0,0,4,3,3,6,3,5,6,7,0,1,1,0,0,1,4,1,S001;S003;S006;S007;S013,S002;S005;S010;S011;S014,S004;S008;S009;S012;S015
3,"1,3,7|2,5,8,9|4,6",False,False,13,6,3,1.8758434004972238,0.3010784751943834,0.2945834471632656,2.204047822970985,53.97218295223136,1,0,0,5,3,5,6,3,7,6,7,1,1,3,0,0,3,4,1,S001;S003;S008;S013;S015,S002;S005;S009;S010;S011;S012;S014,S004;S006;S007
3,"1,3,7|2,5,8|4,6,9",False,False,14,6,4,2.397046370669993,0.09095109910417343,0.049141688918328916,1.2241897855122248,56.182451475739555,1,0,0,5,3,5,6,3,7,6,8,1,1,3,0,0,3,4,2,S001;S003;S008;S013;S015,S002;S005;S009;S011;S012,S004;S006;S007;S010;S014
3,"1,3,6,7|2,9|4,5,8",False,False,8,5,4,2.565753086757968,0.34768882540216234,0.1798656993385016,2.3735145688130177,48.379619558246056,1,0,0,5,3,4,6,3,5,5,6,1,1,2,0,0,1,3,0,S001;S003;S006;S007;S008;S013;S015,S002;S010;S014,S004;S005;S009;S011;S012
3,"1,3,6|2,7,8,9|4,5",False,False,7,5,6,3.397255206699179,0.3493011662969274,0.36845158380349247,2.5331022932441285,52.20142980178609,1,0,0,4,3,3,6,3,5,5,7,0,1,1,0,0,1,3,1,S001;S003;S006;S007;S013,S002;S008;S009;S010;S012;S014;S015,S004;S005;S011
3,"1,3,6|2,7,8|4,5,9",False,False,9,5,7,3.918458176871948,0.053848590724309066,0.07998497577004306,1.12910468532296,54.420512142814715,1,0,0,4,3,3,6,3,5,6,8,0,1,1,0,0,1,4,2,S001;S003;S006;S007;S013,S002;S008;S009;S012;S015,S004;S005;S010;S011;S014
3,"1,3,6|2,7,9|4,5,8",False,False,8,6,6,3.650372844844158,0.04975269669650816,0.16398090140390692,1.1162854844890573,55.28778286587036,1,0,0,5,3,3,6,3,5,5,7,1,1,1,0,0,1,3,1,S001;S003;S006;S007;S013,S002;S008;S010;S014;S015,S004;S005;S009;S011;S012
3,"1,3,7|2,8,9|4,5,6",False,False,11,5,4,2.143928732525014,0.09897118910632231,0.09633200958372855,1.2723202922534445,49.143583668255694,1,0,0,5,2,5,6,2,6,6,7,1,0,3,0,0,2,4,1,S001;S003;S008;S013;S015,S002;S009;S010;S012;S014,S004;S005;S006;S007;S011
3,"1,4,5,8|2,3,7,9|6",False,False,7,5,6,3.650372844844158,0.4743383121127205,0.47979677166516627,4.071644645743789,52.00292627231993,1,0,0,4,3,3,6,3,6,4,7,0,1,1,0,0,2,2,1,S001;S004;S005;S009;S011;S012;S013,S002;S003;S008;S010;S014;S015,S006;S007
3,"1,4|2,3,6,7,9|5,8",False,False,11,6,6,4.045209908928797,0.46640364941537865,0.4987156009288775,2.492013166954907,57.39966513291594,1,0,0,5,4,4,6,4,7,4,7,1,2,2,0,0,3,2,1,S001;S004;S013,S002;S003;S006;S007;S008;S010;S014;S015,S005;S009;S011;S012
3,"1,4,8|2,3,7,9|5,6",False,False,7,4,7,3.918458176871948,0.2868893838550154,0.3545436015367752,2.1088419556883484,51.94788911266685,1,0,0,4,2,3,6,2,7,4,7,0,0,1,0,0,3,2,1,S001;S004;S009;S012;S013,S002;S003;S008;S010;S014;S015,S005;S006;S007;S011
3,"1,4,8|2,3,9|5,6,7",False,False,12,4,7,3.918458176871948,0.06662811534755923,0.07591382138661046,1.1641296589169188,48.758813708267176,1,0,0,4,2,4,6,2,8,5,9,0,0,2,0,0,4,3,3,S001;S004;S009;S012;S013,S002;S003;S010;S014,S005;S006;S007;S008;S011;S015
3,"1|2,3,4,5,6,8,9|7",False,False,9,4,3,1.5030463152483768,0.8239072026588053,0.8207637699517322,5.271644246079864,53.957397558783676,1,0,0,4,2,4,6,2,7,5,7,0,0,2,0,0,3,3,1,S001;S013,S002;S003;S004;S005;S006;S007;S009;S010;S011;S012;S014,S008;S015
3,"1,7|2,3,4,6,8,9|5",False,False,11,4,3,1.2178017788151754,0.6482370752365445,0.7074598091822872,6.177889619107784,60.35269487150276,1,0,0,4,2,5,6,2,8,5,7,0,0,3,0,0,4,3,1,S001;S008;S013;S015,S002;S003;S004;S006;S007;S009;S010;S012;S014,S005;S011
3,"1|2,3,4,6,7,8,9|5",False,False,7,3,3,1.2398417576509675,0.9115875862248327,0.9511480471958657,7.583951694509577,57.99963150100028,1,0,0,4,2,4,6,2,7,4,6,0,0,2,0,0,3,2,0,S001;S013,S002;S003;S004;S006;S007;S008;S009;S010;S012;S014;S015,S005;S011
3,"1|2,3,4,7,8,9|5,6",False,False,6,3,5,2.471128252989341,0.683645795488343,0.7319087392980208,4.768319913072609,52.038491475997716,1,0,0,4,2,3,6,2,7,4,6,0,0,1,0,0,3,2,0,S001;S013,S002;S003;S004;S008;S009;S010;S012;S014;S015,S005;S006;S007;S011
3,"1,5,6|2,3,7|4,8,9",False,False,10,5,7,3.410757780324296,0.03219093223122933,0.050046571161076026,1.08142972523167,47.17819243952746,1,0,0,5,2,3,6,2,5,6,9,1,0,1,0,0,1,4,3,S001;S005;S006;S007;S011;S013,S002;S003;S008;S015,S004;S009;S010;S012;S014
3,"1,5,6|2,3,9|4,7,8",False,False,8,4,8,4.449748066497147,0.06644084702883749,0.07589056656590346,1.1610539687933845,53.798312328893616,1,0,0,4,2,3,6,2,5,6,8,0,0,1,0,0,1,4,2,S001;S005;S006;S007;S011;S013,S002;S003;S010;S014,S004;S008;S009;S012;S015
3,"1,5|2,3,6,7,9|4,8",False,False,9,6,6,3.387168287246749,0.4676586107921654,0.5285997027571752,2.6423659649698603,53.80159442332751,1,0,0,5,3,4,6,3,6,4,7,1,1,2,0,0,2,2,1,S001;S005;S011;S013,S002;S003;S006;S007;S008;S010;S014;S015,S004;S009;S012
3,"1|2,3,5,9|4,6,7,8",False,False,8,4,6,3.218461571158774,0.4226645630965233,0.45961311244494046,3.3633888006324457,57.27555300926508,1,0,0,4,2,4,6,2,6,5,7,0,0,2,0,0,2,3,1,S001;S013,S002;S003;S005;S010;S011;S014,S004;S006;S007;S008;S009;S012;S015
3,"1|2,3,6,7,9|4,5,8",False,False,8,5,5,3.119082955218959,0.5122616365879106,0.5843676473190708,4.040678201057986,54.82140509635982,1,0,0,5,3,4,6,3,6,4,6,1,1,2,0,0,2,2,0,S001;S013,S002;S003;S006;S007;S008;S010;S014;S015,S004;S005;S009;S011;S012
3,"1,7|2,3,8,9|4,5,6",False,False,12,4,5,2.6752186221502128,0.1984330026474019,0.29606554454763756,1.5320958009203296,54.37399361459716,1,0,0,4,2,5,6,2,7,6,8,0,0,3,0,0,3,4,2,S001;S008;S013;S015,S002;S003;S009;S010;S012;S014,S004;S005;S006;S007;S011
3,"1,8,9|2,3,7|4,5,6",False,False,11,4,6,3.218461571158774,0.11115178111606432,0.10840961650076901,1.298698256412857,42.50371528910843,1,0,0,4,2,4,6,2,6,6,9,0,0,2,0,0,2,4,3,S001;S009;S010;S012;S013;S014,S002;S003;S008;S015,S004;S005;S006;S007;S011
3,"1,8|2,3,7,9|4,5,6",False,False,9,4,7,4.144588524868612,0.2373264807392036,0.3057361522229409,1.6978905423236164,53.60030701088299,1,0,0,4,2,4,6,2,6,5,8,0,0,2,0,0,2,3,2,S001;S009;S012;S013,S002;S003;S008;S010;S014;S015,S004;S005;S006;S007;S011
3,"1,4,5|2,6,7|3,8,9",False,False,12,5,7,3.918458176871948,0.026535626678937333,0.05986938316064035,1.0671742650703502,53.21512988851165,1,0,0,4,3,4,6,3,7,5,9,0,1,2,0,0,3,3,3,S001;S004;S005;S011;S013,S002;S006;S007;S008;S015,S003;S009;S010;S012;S014
3,"1,4,5|2,7,8|3,6,9",False,False,11,5,8,4.844585130581786,0.03191671140922609,0.08008433416661422,1.0783541964103984,53.40100173098598,1,0,0,4,3,3,6,3,7,5,9,0,1,1,0,0,3,3,3,S001;S004;S005;S011;S013,S002;S008;S009;S012;S015,S003;S006;S007;S010;S014
3,"1,4,5|2,7,9|3,6,8",False,False,10,4,9,5.2630116877439725,0.02892121879135265,0.11413029624503866,1.0725690557677117,59.40406918553795,1,0,0,4,2,3,6,2,7,5,9,0,0,1,0,0,3,3,3,S001;S004;S005;S011;S013,S002;S008;S010;S014;S015,S003;S006;S007;S009;S012
3,"1,4,5|2,8,9|3,6,7",False,False,10,6,6,3.284391874236166,0.03335224206944647,0.05097208727316949,1.0809068282999699,40.44667909353315,1,0,0,5,3,4,6,3,6,5,7,1,1,2,0,0,2,3,1,S001;S004;S005;S011;S013,S002;S009;S010;S012;S014,S003;S006;S007;S008;S015
3,"1,4,8|2,7,9|3,5,6",False,False,9,4,8,4.336884734034134,0.05416563144364692,0.14413040688083034,1.1249527399049113,48.65148383669778,1,0,0,4,2,3,6,2,7,5,8,0,0,1,0,0,3,3,2,S001;S004;S009;S012;S013,S002;S008;S010;S014;S015,S003;S005;S006;S007;S011
3,"1,5,6|2,4,8,9|3,7",False,False,8,5,6,2.889554810151527,0.21636826062736958,0.24417461609857624,1.732657817708145,42.82117350833071,1,0,0,5,2,3,6,2,5,6,7,1,0,1,0,0,1,4,1,S001;S005;S006;S007;S011;S013,S002;S004;S009;S010;S012;S014,S003;S008;S015
3,"1,8,9|2,4,5,6|3,7",False,False,10,4,6,3.218461571158774,0.2004780059273416,0.20526088951841687,1.6056995832628629,40.595566560052276,1,0,0,4,2,4,6,2,6,6,8,0,0,2,0,0,2,4,2,S001;S009;S010;S012;S013;S014,S002;S004;S005;S006;S007;S011,S003;S008;S015
3,"1,8|2,4,5,9|3,6,7",False,False,9,5,7,3.8055948444089354,0.16130234922723677,0.2096002358756047,1.4939532248492826,43.47187777615034,1,0,0,4,3,4,6,3,6,5,7,0,1,2,0,0,2,3,1,S001;S009;S012;S013,S002;S004;S005;S010;S011;S014,S003;S006;S007;S008;S015
3,"1,5|2,7,9|3,4,6,8",False,False,11,4,7,3.6368881283209604,0.22104185166690754,0.29083692667025296,1.7544826857818987,59.67139961047967,1,0,0,4,2,4,6,2,7,5,9,0,0,2,0,0,3,3,3,S001;S005;S011;S013,S002;S008;S010;S014;S015,S003;S004;S006;S007;S009;S012
3,"1,7|2,5,9|3,4,6,8",False,False,13,4,6,3.083558259859969,0.17968117549925602,0.21228307372601932,1.4970712162542137,60.237515917759225,1,0,0,4,2,5,6,2,8,6,8,0,0,3,0,0,4,4,2,S001;S008;S013;S015,S002;S005;S010;S011;S014,S003;S004;S006;S007;S009;S012
