货箱编号,架次编号,服务区编号,交付完成时刻（s）,物资类型,质量（kg）,体积（m3）,期望时刻（s）,硬截止（s）,优先系数,迟到秒数,加权迟到,是否首批
S002-MED-01,Q2T011,S002,2858.0760640695025,医疗物资,3.0,0.012,3600.0,3600.0,24.0,0.0,0.0,True
S002-WAT-01,Q2T011,S002,2858.0760640695025,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S002-WAT-02,Q2T010,S002,3376.969969031424,饮用水,14.0,0.027,3600.0,,12.0,0.0,0.0,False
S002-WAT-03,Q2T010,S002,3376.969969031424,饮用水,14.0,0.027,3600.0,,12.0,0.0,0.0,False
S002-WAT-04,Q2T010,S002,3376.969969031424,饮用水,14.0,0.027,3600.0,,12.0,0.0,0.0,False
S003-FOD-01,Q2T017,S003,6957.786211940582,应急食品,8.0,0.028,10800.0,,8.0,0.0,0.0,False
S003-FOD-02,Q2T018,S003,7727.757075043373,应急食品,8.0,0.028,10800.0,,8.0,0.0,0.0,False
S003-HYG-01,Q2T018,S003,7727.757075043373,生活卫生用品,6.0,0.035,14400.0,,6.0,0.0,0.0,False
S003-MED-01,Q2T017,S003,6957.786211940582,医疗物资,3.0,0.012,7200.0,7200.0,20.0,0.0,0.0,True
S003-WAT-01,Q2T017,S003,6957.786211940582,饮用水,14.0,0.027,7200.0,7200.0,10.0,0.0,0.0,True
S003-WAT-02,Q2T018,S003,7727.757075043373,饮用水,14.0,0.027,7200.0,,10.0,527.7570750433733,0.7329959375602407,False
S003-WAT-03,Q2T018,S003,7727.757075043373,饮用水,14.0,0.027,7200.0,,10.0,527.7570750433733,0.7329959375602407,False
S003-WAT-04,Q2T018,S003,7727.757075043373,饮用水,14.0,0.027,7200.0,,10.0,527.7570750433733,0.7329959375602407,False
S004-FOD-01,Q2T014,S004,5428.768900253246,应急食品,8.0,0.028,10800.0,,8.0,0.0,0.0,False
S004-HYG-01,Q2T014,S004,5428.768900253246,生活卫生用品,6.0,0.035,14400.0,,6.0,0.0,0.0,False
S004-MED-01,Q2T014,S004,5428.768900253246,医疗物资,3.0,0.012,7200.0,7200.0,20.0,0.0,0.0,True
S004-WAT-01,Q2T014,S004,5428.768900253246,饮用水,14.0,0.027,7200.0,7200.0,10.0,0.0,0.0,True
S004-WAT-02,Q2T014,S004,5428.768900253246,饮用水,14.0,0.027,7200.0,,10.0,0.0,0.0,False
S004-WAT-03,Q2T014,S004,5428.768900253246,饮用水,14.0,0.027,7200.0,,10.0,0.0,0.0,False
S005-FOD-01,Q2T019,S005,8070.150853439556,应急食品,8.0,0.028,14400.0,,6.0,0.0,0.0,False
S005-HYG-01,Q2T019,S005,8070.150853439556,生活卫生用品,6.0,0.035,18000.0,,4.0,0.0,0.0,False
S005-MED-01,Q2T019,S005,8070.150853439556,医疗物资,3.0,0.012,10800.0,10800.0,16.0,0.0,0.0,True
S005-WAT-01,Q2T019,S005,8070.150853439556,饮用水,14.0,0.027,10800.0,10800.0,8.0,0.0,0.0,True
S005-WAT-02,Q2T019,S005,8070.150853439556,饮用水,14.0,0.027,10800.0,,8.0,0.0,0.0,False
S005-WAT-03,Q2T019,S005,8070.150853439556,饮用水,14.0,0.027,10800.0,,8.0,0.0,0.0,False
S006-FOD-01,Q2T008,S006,2632.503684335527,应急食品,8.0,0.028,7200.0,,10.0,0.0,0.0,False
S006-HYG-01,Q2T008,S006,2632.503684335527,生活卫生用品,6.0,0.035,10800.0,,8.0,0.0,0.0,False
S006-MED-01,Q2T001,S006,935.0711912153349,医疗物资,3.0,0.012,3600.0,3600.0,24.0,0.0,0.0,True
S006-WAT-01,Q2T001,S006,935.0711912153349,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S006-WAT-02,Q2T008,S006,2632.503684335527,饮用水,14.0,0.027,3600.0,,12.0,0.0,0.0,False
S006-WAT-03,Q2T008,S006,2632.503684335527,饮用水,14.0,0.027,3600.0,,12.0,0.0,0.0,False
S007-FOD-01,Q2T004,S007,1125.7355215683076,应急食品,8.0,0.028,7200.0,,10.0,0.0,0.0,False
S007-HYG-01,Q2T008,S007,3283.4251037762233,生活卫生用品,6.0,0.035,10800.0,,8.0,0.0,0.0,False
S007-MED-01,Q2T004,S007,1125.7355215683076,医疗物资,3.0,0.012,3600.0,3600.0,24.0,0.0,0.0,True
S007-WAT-01,Q2T004,S007,1125.7355215683076,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S007-WAT-02,Q2T008,S007,3283.4251037762233,饮用水,14.0,0.027,3600.0,,12.0,0.0,0.0,False
S008-FOD-01,Q2T015,S008,5991.453100181786,应急食品,8.0,0.028,10800.0,,8.0,0.0,0.0,False
S008-HYG-01,Q2T015,S008,5991.453100181786,生活卫生用品,6.0,0.035,14400.0,,6.0,0.0,0.0,False
S008-MED-01,Q2T015,S008,5991.453100181786,医疗物资,3.0,0.012,7200.0,7200.0,20.0,0.0,0.0,True
S008-WAT-01,Q2T015,S008,5991.453100181786,饮用水,14.0,0.027,7200.0,7200.0,10.0,0.0,0.0,True
S008-WAT-02,Q2T015,S008,5991.453100181786,饮用水,14.0,0.027,7200.0,,10.0,0.0,0.0,False
S009-FOD-01,Q2T009,S009,2542.3808367328947,应急食品,8.0,0.028,14400.0,,6.0,0.0,0.0,False
S009-MED-01,Q2T016,S009,6573.464326276343,医疗物资,3.0,0.012,10800.0,10800.0,16.0,0.0,0.0,True
S009-WAT-01,Q2T016,S009,6573.464326276343,饮用水,14.0,0.027,10800.0,10800.0,8.0,0.0,0.0,True
S010-FOD-01,Q2T012,S010,4450.903871249777,应急食品,8.0,0.028,7200.0,,10.0,0.0,0.0,False
S010-MED-01,Q2T002,S010,1104.4634512744026,医疗物资,3.0,0.012,3600.0,3600.0,24.0,0.0,0.0,True
S010-WAT-01,Q2T002,S010,1104.4634512744026,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S011-FOD-01,Q2T015,S011,5123.5697271668,应急食品,8.0,0.028,14400.0,,6.0,0.0,0.0,False
S011-MED-01,Q2T015,S011,5123.5697271668,医疗物资,3.0,0.012,10800.0,10800.0,16.0,0.0,0.0,True
S011-WAT-01,Q2T015,S011,5123.5697271668,饮用水,14.0,0.027,10800.0,10800.0,8.0,0.0,0.0,True
S012-FOD-01,Q2T016,S012,7027.410133115876,应急食品,8.0,0.028,7200.0,,10.0,0.0,0.0,False
S012-MED-01,Q2T009,S012,3026.326643572428,医疗物资,3.0,0.012,7200.0,3600.0,22.0,0.0,0.0,True
S012-WAT-01,Q2T009,S012,3026.326643572428,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S013-FOD-01,Q2T005,S013,1062.733804063003,应急食品,8.0,0.028,7200.0,,10.0,0.0,0.0,False
S013-MED-01,Q2T005,S013,1062.733804063003,医疗物资,3.0,0.012,3600.0,3600.0,24.0,0.0,0.0,True
S013-WAT-01,Q2T005,S013,1062.733804063003,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S014-FOD-01,Q2T012,S014,4884.7418737349335,应急食品,8.0,0.028,7200.0,,10.0,0.0,0.0,False
S014-MED-01,Q2T003,S014,1272.037842174011,医疗物资,3.0,0.012,7200.0,3600.0,22.0,0.0,0.0,True
S014-WAT-01,Q2T003,S014,1272.037842174011,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S015-FOD-01,Q2T013,S015,4896.524394406502,应急食品,8.0,0.028,14400.0,,6.0,0.0,0.0,False
S015-MED-01,Q2T013,S015,4896.524394406502,医疗物资,3.0,0.012,7200.0,7200.0,18.0,0.0,0.0,True
S015-WAT-01,Q2T013,S015,4896.524394406502,饮用水,14.0,0.027,10800.0,10800.0,8.0,0.0,0.0,True
