K,canonical_units,transport_zero_augmentation,all_inventory_feasible,total_shortage,shortage_resource_types,relay_copy_count,relay_delta_energy_kWh,CV_transport_workload,CV_joint_workload,max_min_transport_workload_ratio,geo_compactness_km,pareto,selected,theoretical_relay_min,total_A_drone,total_B_drone,total_C_drone,total_A_battery,total_B_battery,total_C_battery,total_relay_drone,total_relay_energy,shortage_A_drone,shortage_B_drone,shortage_C_drone,shortage_A_battery,shortage_B_battery,shortage_C_battery,shortage_relay_drone,shortage_relay_energy,group_1_services,group_2_services,group_3_services
3,"1,2,3,4,5,8|6,7|9",False,False,12,5,6,3.650372844844158,0.6415228341588403,0.5550981815346363,5.117930329623508,,0,0,0,4,3,4,6,3,6,6,9,0,1,2,0,0,2,4,3,S001;S002;S003;S004;S005;S009;S011;S012;S013,S006;S007;S008;S015,S010;S014
3,"1,2,3,4,5|6,7,8|9",False,False,11,4,9,5.365788100754555,0.47363011948077965,0.3976165845263868,4.102687115783526,,0,0,0,4,2,4,6,2,6,6,9,0,0,2,0,0,2,4,3,S001;S002;S003;S004;S005;S011;S013,S006;S007;S008;S009;S012;S015,S010;S014
3,"1,2,3,4,5,9|6,7|8",False,False,10,6,6,3.5000316197097616,0.6371257050651572,0.6365693589451152,5.02607360110637,,0,0,0,5,3,4,6,3,6,5,7,1,1,2,0,0,2,3,1,S001;S002;S003;S004;S005;S010;S011;S013;S014,S006;S007;S008;S015,S009;S012
3,"1,2,3,4,5|6,7,9|8",False,False,12,6,9,5.365788100754555,0.47065293407964415,0.4504518134326953,4.041087948045296,,0,0,0,5,3,4,6,3,6,5,9,1,1,2,0,0,2,3,3,S001;S002;S003;S004;S005;S011;S013,S006;S007;S008;S010;S014;S015,S009;S012
3,"1,2,3,4,5|6,7|8,9",False,False,13,6,7,3.918458176871948,0.3582706761825113,0.39646855464113734,2.0358272825868915,,0,0,0,5,3,4,6,3,6,6,9,1,1,2,0,0,2,4,3,S001;S002;S003;S004;S005;S011;S013,S006;S007;S008;S015,S009;S010;S012;S014
3,"1,2,3,4,5,8,9|6|7",False,False,9,5,4,2.315906253424563,0.8823749822171718,0.8495686949254025,6.824417458162796,,0,0,0,4,3,4,6,3,6,5,7,0,1,2,0,0,2,3,1,S001;S002;S003;S004;S005;S009;S010;S011;S012;S013;S014,S006;S007,S008;S015
3,"1,2,3,4,5,8|6,9|7",False,False,13,5,7,4.1816627344693575,0.6317144400391274,0.5537269569268447,4.43129860724049,,0,0,0,4,3,4,6,3,6,6,10,0,1,2,0,0,2,4,4,S001;S002;S003;S004;S005;S009;S011;S012;S013,S006;S007;S010;S014,S008;S015
3,"1,2,3,4,5,8|6|7,9",False,False,11,5,7,4.1816627344693575,0.6498467357384897,0.5773481287500004,5.708939332313859,,0,0,0,4,3,4,6,3,6,5,9,0,1,2,0,0,2,3,3,S001;S002;S003;S004;S005;S009;S011;S012;S013,S006;S007,S008;S010;S014;S015
3,"1,2,3,4,5,9|6,8|7",False,False,11,5,7,4.03132150933496,0.6282271052074077,0.6123554953888957,4.418100453317212,,0,0,0,5,2,4,6,2,6,6,8,1,0,2,0,0,2,4,2,S001;S002;S003;S004;S005;S010;S011;S013;S014,S006;S007;S009;S012,S008;S015
3,"1,2,3,4,5|6,8,9|7",False,False,13,5,8,4.449748066497147,0.444628135850476,0.46073003128046186,3.5522624442315216,,0,0,0,5,2,4,6,2,6,6,10,1,0,2,0,0,2,4,4,S001;S002;S003;S004;S005;S011;S013,S006;S007;S009;S010;S012;S014,S008;S015
3,"1,2,3,4,5|6,8|7,9",False,False,13,5,10,5.8970779903797546,0.3600807491455124,0.31878941805780303,2.1460713847755484,,0,0,0,5,2,4,6,2,6,6,10,1,0,2,0,0,2,4,4,S001;S002;S003;S004;S005;S011;S013,S006;S007;S009;S012,S008;S010;S014;S015
3,"1,2,3,4,5,9|6|7,8",False,False,9,5,7,4.03132150933496,0.6467311329473827,0.6295051587487758,5.691935860707721,,0,0,0,4,3,4,6,3,6,5,7,0,1,2,0,0,2,3,1,S001;S002;S003;S004;S005;S010;S011;S013;S014,S006;S007,S008;S009;S012;S015
3,"1,2,3,4,5|6,9|7,8",False,False,13,5,10,5.8970779903797546,0.3605722705856585,0.31098143555315805,2.163320754272637,,0,0,0,4,3,4,6,3,6,6,10,0,1,2,0,0,2,4,4,S001;S002;S003;S004;S005;S011;S013,S006;S007;S010;S014,S008;S009;S012;S015
3,"1,2,3,4,5|6|7,8,9",False,False,11,5,8,4.449748066497147,0.4944933649625821,0.5000451804532009,4.576457734858785,,0,0,0,4,3,4,6,3,6,5,9,0,1,2,0,0,2,3,3,S001;S002;S003;S004;S005;S011;S013,S006;S007,S008;S009;S010;S012;S014;S015
3,"1,2,3,4,6,7,8|5|9",False,False,7,4,4,2.133841813072584,0.9416330291405088,0.8365520870368179,7.728133275331009,,0,0,0,4,2,3,6,2,5,5,8,0,0,1,0,0,1,3,2,S001;S002;S003;S004;S006;S007;S008;S009;S012;S013;S015,S005;S011,S010;S014
3,"1,2,3,4,6,7|5,8|9",False,False,9,6,5,3.313086404927401,0.689137110881011,0.5813995917450342,5.332706265798037,,0,0,0,5,3,3,6,3,5,5,8,1,1,1,0,0,1,3,2,S001;S002;S003;S004;S006;S007;S008;S013;S015,S005;S009;S011;S012,S010;S014
3,"1,2,3,4,6,7,9|5|8",False,False,6,5,3,1.7154152559103972,0.9377444974851146,0.9054620686030537,7.709575851634172,,1,0,1,5,3,3,6,3,5,4,6,1,1,1,0,0,1,2,0,S001;S002;S003;S004;S006;S007;S008;S010;S013;S014;S015,S005;S011,S009;S012
3,"1,2,3,4,6,7|5,9|8",False,False,9,6,6,3.581171736955191,0.6883199025047368,0.5817082428368647,5.252639163799967,,0,0,0,5,3,3,6,3,5,5,8,1,1,1,0,0,1,3,2,S001;S002;S003;S004;S006;S007;S008;S013;S015,S005;S010;S011;S014,S009;S012
3,"1,2,3,4,6,7|5|8,9",False,False,9,6,4,2.133841813072584,0.7008642654465045,0.6854147876189931,6.492153863617391,,0,0,0,5,3,3,6,3,5,5,8,1,1,1,0,0,1,3,2,S001;S002;S003;S004;S006;S007;S008;S013;S015,S005;S011,S009;S010;S012;S014
3,"1,2,3,4,6,8|5,7|9",False,False,12,4,6,3.218461571158774,0.6578402299557248,0.5573029805900328,5.1929990275829265,,0,0,0,4,2,4,6,2,6,6,10,0,0,2,0,0,2,4,4,S001;S002;S003;S004;S006;S007;S009;S012;S013,S005;S008;S011;S015,S010;S014
3,"1,2,3,4,6|5,7,8|9",False,False,13,5,7,4.397706163013591,0.4814811719342981,0.38791942170323307,4.1777558137429445,,0,0,0,4,3,4,6,3,6,6,10,0,1,2,0,0,2,4,4,S001;S002;S003;S004;S006;S007;S013,S005;S008;S009;S011;S012;S015,S010;S014
3,"1,2,3,4,6,9|5,7|8",False,False,11,6,5,2.8000350139965877,0.6534741848071217,0.6292361036591249,5.100015191590373,,0,0,0,5,3,4,6,3,6,5,8,1,1,2,0,0,2,3,2,S001;S002;S003;S004;S006;S007;S010;S013;S014,S005;S008;S011;S015,S009;S012
3,"1,2,3,4,6|5,7,9|8",False,False,12,6,8,4.665791495041381,0.4786603059081428,0.43931834093575917,4.115029538529297,,0,0,0,5,3,4,6,3,6,5,9,1,1,2,0,0,2,3,3,S001;S002;S003;S004;S006;S007;S013,S005;S008;S010;S011;S014;S015,S009;S012
3,"1,2,3,4,6|5,7|8,9",False,False,14,6,6,3.218461571158774,0.37776752446008727,0.3845692502850962,2.113865573217294,,0,0,0,5,3,4,6,3,6,6,10,1,1,2,0,0,2,4,4,S001;S002;S003;S004;S006;S007;S013,S005;S008;S011;S015,S009;S010;S012;S014
3,"1,2,3,4,6,8,9|5|7",False,False,8,4,3,1.3527050901139803,0.902403136668156,0.90157200402284,7.539493187945999,,1,0,0,4,2,4,6,2,6,5,7,0,0,2,0,0,2,3,1,S001;S002;S003;S004;S006;S007;S009;S010;S012;S013;S014,S005;S011,S008;S015
3,"1,2,3,4,6,8|5,9|7",False,False,11,4,6,3.218461571158774,0.649084819973061,0.5748059054468546,4.496295939226328,,0,0,0,4,2,4,6,2,6,6,9,0,0,2,0,0,2,4,3,S001;S002;S003;S004;S006;S007;S009;S012;S013,S005;S010;S011;S014,S008;S015
3,"1,2,3,4,6,8|5|7,9",False,False,10,4,6,3.218461571158774,0.6717869236190989,0.6280721229728288,6.322071199929218,,0,0,0,4,2,4,6,2,6,5,9,0,0,2,0,0,2,3,3,S001;S002;S003;S004;S006;S007;S009;S012;S013,S005;S011,S008;S010;S014;S015
3,"1,2,3,4,6,9|5,8|7",False,False,10,6,4,2.531949681968798,0.6455319627949411,0.6458048052691108,4.48309778530305,,0,0,0,5,3,4,6,3,6,5,7,1,1,2,0,0,2,3,1,S001;S002;S003;S004;S006;S007;S010;S013;S014,S005;S009;S011;S012,S008;S015
3,"1,2,3,4,6|5,8,9|7",False,False,13,6,5,2.9503762391309842,0.4541349539533591,0.4617289782120621,3.6172597762173595,,0,0,0,5,3,4,6,3,6,6,9,1,1,2,0,0,2,4,3,S001;S002;S003;S004;S006;S007;S013,S005;S009;S010;S011;S012;S014,S008;S015
3,"1,2,3,4,6|5,8|7,9",False,False,12,6,7,4.397706163013591,0.38072489299712675,0.35613219108498884,2.274659489962702,,0,0,0,5,3,4,6,3,6,5,9,1,1,2,0,0,2,3,3,S001;S002;S003;S004;S006;S007;S013,S005;S009;S011;S012,S008;S010;S014;S015
3,"1,2,3,4,6,9|5|7,8",False,False,9,5,5,2.8000350139965877,0.6686966231951499,0.6703216167714021,6.303513776232381,,0,0,0,4,3,4,6,3,6,5,7,0,1,2,0,0,2,3,1,S001;S002;S003;S004;S006;S007;S010;S013;S014,S005;S011,S008;S009;S012;S015
3,"1,2,3,4,6|5,9|7,8",False,False,12,5,8,4.665791495041381,0.3813247117670567,0.3195303925060067,2.2936959296432797,,0,0,0,4,3,4,6,3,6,6,9,0,1,2,0,0,2,4,3,S001;S002;S003;S004;S006;S007;S013,S005;S010;S011;S014,S008;S009;S012;S015
3,"1,2,3,4,6|5|7,8,9",False,False,11,5,6,3.218461571158774,0.5163998281478014,0.5486908515277018,5.0860917882156,,0,0,0,4,3,4,6,3,6,5,9,0,1,2,0,0,2,3,3,S001;S002;S003;S004;S006;S007;S013,S005;S011,S008;S009;S010;S012;S014;S015
3,"1,2,3,4,7,8|5,6|9",False,False,8,4,6,3.3651283084109567,0.7165942028452741,0.6172581142837934,5.451472913377297,,0,0,0,4,2,3,6,2,6,5,8,0,0,1,0,0,2,3,2,S001;S002;S003;S004;S008;S009;S012;S013;S015,S005;S006;S007;S011,S010;S014
3,"1,2,3,4,7|5,6,8|9",False,False,12,6,7,4.544372900265774,0.5151639322761506,0.4272894705612294,4.436229699537315,,0,0,0,5,3,3,6,3,6,6,9,1,1,1,0,0,2,4,3,S001;S002;S003;S004;S008;S013;S015,S005;S006;S007;S009;S011;S012,S010;S014
3,"1,2,3,4,7,9|5,6|8",False,False,7,5,5,2.9467017512487703,0.7123396501687111,0.6871964676856606,5.354608260788774,,0,0,0,5,3,3,6,3,6,4,6,1,1,1,0,0,2,2,0,S001;S002;S003;S004;S008;S010;S013;S014;S015,S005;S006;S007;S011,S009;S012
3,"1,2,3,4,7|5,6,9|8",False,False,11,6,8,4.812458232293563,0.5128739251055584,0.4650774207547269,4.3696226077277,,0,0,0,5,3,3,6,3,6,5,9,1,1,1,0,0,2,3,3,S001;S002;S003;S004;S008;S013;S015,S005;S006;S007;S010;S011;S014,S009;S012
3,"1,2,3,4,7|5,6|8,9",False,False,10,6,6,3.3651283084109567,0.44706814171201,0.45200714642199963,2.5823795886877163,,0,0,0,5,3,3,6,3,6,5,8,1,1,1,0,0,2,3,2,S001;S002;S003;S004;S008;S013;S015,S005;S006;S007;S011,S009;S010;S012;S014
3,"1,2,3,4,8|5,6,7|9",False,False,13,4,7,3.918458176871948,0.49573927053239286,0.42399365126476063,4.296522461322204,,0,0,0,4,2,4,6,2,7,6,10,0,0,2,0,0,3,4,4,S001;S002;S003;S004;S009;S012;S013,S005;S006;S007;S008;S011;S015,S010;S014
3,"1,2,3,4|5,6,7,8|9",False,False,14,5,8,5.097702768726766,0.45659304053904404,0.3504979662052195,3.888078100457102,,0,0,0,4,3,4,6,3,7,6,10,0,1,2,0,0,3,4,4,S001;S002;S003;S004;S013,S005;S006;S007;S008;S009;S011;S012;S015,S010;S014
3,"1,2,3,4,9|5,6,7|8",False,False,12,6,6,3.5000316197097616,0.4911829710656392,0.4997343817468754,4.216998635518105,,0,0,0,5,3,4,6,3,7,5,8,1,1,2,0,0,3,3,2,S001;S002;S003;S004;S010;S013;S014,S005;S006;S007;S008;S011;S015,S009;S012
3,"1,2,3,4|5,6,7,9|8",False,False,13,6,9,5.365788100754555,0.4522612403664424,0.43196018824274873,3.8146867999922787,,0,0,0,5,3,4,6,3,7,5,9,1,1,2,0,0,3,3,3,S001;S002;S003;S004;S013,S005;S006;S007;S008;S010;S011;S014;S015,S009;S012
3,"1,2,3,4|5,6,7|8,9",False,False,15,6,7,3.918458176871948,0.19374383475953183,0.23329535897920717,1.6282298955022145,,0,0,0,5,3,4,6,3,7,6,10,1,1,2,0,0,3,4,4,S001;S002;S003;S004;S013,S005;S006;S007;S008;S011;S015,S009;S010;S012;S014
3,"1,2,3,4,8,9|5,6|7",False,False,9,4,5,2.583991585452353,0.6735386581666212,0.6808196209182559,4.585930462988858,,0,0,0,4,2,4,6,2,7,5,7,0,0,2,0,0,3,3,1,S001;S002;S003;S004;S009;S010;S012;S013;S014,S005;S006;S007;S011,S008;S015
3,"1,2,3,4,8|5,6,9|7",False,False,13,4,8,4.449748066497147,0.4709844442505581,0.46008218091829683,3.7200924539031677,,0,0,0,4,2,4,6,2,7,6,10,0,0,2,0,0,3,4,4,S001;S002;S003;S004;S009;S012;S013,S005;S006;S007;S010;S011;S014,S008;S015
3,"1,2,3,4,8|5,6|7,9",False,False,11,4,8,4.449748066497147,0.4137834504146692,0.39628394400437733,2.5010544218695365,,0,0,0,4,2,4,6,2,7,5,9,0,0,2,0,0,3,3,3,S001;S002;S003;S004;S009;S012;S013,S005;S006;S007;S011,S008;S010;S014;S015
3,"1,2,3,4,9|5,6,8|7",False,False,13,6,6,3.7632361773071707,0.46870443512722476,0.49535597340220094,3.70689429997989,,0,0,0,5,3,4,6,3,7,6,8,1,1,2,0,0,3,4,2,S001;S002;S003;S004;S010;S013;S014,S005;S006;S007;S009;S011;S012,S008;S015
3,"1,2,3,4|5,6,8,9|7",False,False,15,6,7,4.1816627344693575,0.4127992601137281,0.41922117386891067,3.2322838107551406,,0,0,0,5,3,4,6,3,7,6,10,1,1,2,0,0,3,4,4,S001;S002;S003;S004;S013,S005;S006;S007;S009;S010;S011;S012;S014,S008;S015
3,"1,2,3,4|5,6,8|7,9",False,False,15,6,9,5.628992658351965,0.16887849709422828,0.1645679961049963,1.522670391030565,,0,0,0,5,3,4,6,3,7,6,10,1,1,2,0,0,3,4,4,S001;S002;S003;S004;S013,S005;S006;S007;S009;S011;S012,S008;S010;S014;S015
3,"1,2,3,4,9|5,6|7,8",False,False,10,5,7,4.03132150933496,0.4102472323121757,0.4400579865538741,2.4921811743254616,,0,0,0,4,3,4,6,3,7,5,7,0,1,2,0,0,3,3,1,S001;S002;S003;S004;S010;S013;S014,S005;S006;S007;S011,S008;S009;S012;S015
3,"1,2,3,4|5,6,9|7,8",False,False,14,5,10,5.8970779903797546,0.16657879151204272,0.1854776417747228,1.511975313101326,,0,0,0,4,3,4,6,3,7,6,10,0,1,2,0,0,3,4,4,S001;S002;S003;S004;S013,S005;S006;S007;S010;S011;S014,S008;S009;S012;S015
3,"1,2,3,4|5,6|7,8,9",False,False,12,5,8,4.449748066497147,0.26155796752034266,0.31560524176532284,1.9100698402443947,,0,0,0,4,3,4,6,3,7,5,9,0,1,2,0,0,3,3,3,S001;S002;S003;S004;S013,S005;S006;S007;S011,S008;S009;S010;S012;S014;S015
3,"1,2,3,4,7,8,9|5|6",False,False,7,4,3,1.499371827366163,0.9681994299182458,0.9639390838065407,7.854164979840204,,0,0,0,4,3,4,6,3,6,4,6,0,1,2,0,0,2,2,0,S001;S002;S003;S004;S008;S009;S010;S012;S013;S014;S015,S005;S011,S006;S007
3,"1,2,3,4,7,8|5,9|6",False,False,10,5,6,3.3651283084109567,0.7219087008402992,0.6430534615265644,6.080998788530347,,0,0,0,4,3,4,6,3,6,5,8,0,1,2,0,0,2,3,2,S001;S002;S003;S004;S008;S009;S012;S013;S015,S005;S010;S011;S014,S006;S007
3,"1,2,3,4,7,8|5|6,9",False,False,11,5,6,3.3651283084109567,0.7265680239172781,0.6694382433645731,6.636742991823423,,0,0,0,4,3,4,6,3,6,5,9,0,1,2,0,0,2,3,3,S001;S002;S003;S004;S008;S009;S012;S013;S015,S005;S011,S006;S007;S010;S014
3,"1,2,3,4,7,9|5,8|6",False,False,9,5,4,2.6786164192209805,0.7184694617095794,0.7136598226864347,6.063995316924209,,0,0,0,5,4,4,6,4,6,4,6,1,2,2,0,0,2,2,0,S001;S002;S003;S004;S008;S010;S013;S014;S015,S005;S009;S011;S012,S006;S007
3,"1,2,3,4,7|5,8,9|6",False,False,12,6,5,3.097042976383167,0.5314957785585519,0.5326987108445488,4.948517191075273,,0,0,0,5,4,4,6,4,6,5,8,1,2,2,0,0,2,3,2,S001;S002;S003;S004;S008;S013;S015,S005;S009;S010;S011;S012;S014,S006;S007
3,"1,2,3,4,7|5,8|6,9",False,False,13,6,7,4.544372900265774,0.4449303363168138,0.40451788497079116,2.415390567469827,,0,0,0,5,4,4,6,4,6,5,9,1,2,2,0,0,2,3,3,S001;S002;S003;S004;S008;S013;S015,S005;S009;S011;S012,S006;S007;S010;S014
3,"1,2,3,4,7,9|5|6,8",False,False,10,6,5,2.9467017512487703,0.7232220707955711,0.7176075242355727,6.618185568126587,,0,0,0,5,3,4,6,3,6,5,7,1,1,2,0,0,2,3,1,S001;S002;S003;S004;S008;S010;S013;S014;S015,S005;S011,S006;S007;S009;S012
3,"1,2,3,4,7|5,9|6,8",False,False,13,6,8,4.812458232293563,0.4450459295639546,0.3787942699388566,2.4356047740557236,,0,0,0,5,3,4,6,3,6,6,9,1,1,2,0,0,2,4,3,S001;S002;S003;S004;S008;S013;S015,S005;S010;S011;S014,S006;S007;S009;S012
3,"1,2,3,4,7|5|6,8,9",False,False,12,6,6,3.3651283084109567,0.5441401289486673,0.5717508347309255,5.400763580109806,,0,0,0,5,3,4,6,3,6,5,9,1,1,2,0,0,2,3,3,S001;S002;S003;S004;S008;S013;S015,S005;S011,S006;S007;S009;S010;S012;S014
3,"1,2,3,4,8,9|5,7|6",False,False,12,5,5,2.583991585452353,0.6875622949748679,0.6909286256809104,5.908154948672486,,0,0,0,4,3,5,6,3,7,5,8,0,1,3,0,0,3,3,2,S001;S002;S003;S004;S009;S010;S012;S013;S014,S005;S008;S011;S015,S006;S007
3,"1,2,3,4,8|5,7,9|6",False,False,13,5,8,4.449748066497147,0.5139567864599547,0.4995496225331611,4.79267682282355,,0,0,0,4,3,5,6,3,7,5,9,0,1,3,0,0,3,3,3,S001;S002;S003;S004;S009;S012;S013,S005;S008;S010;S011;S014;S015,S006;S007
3,"1,2,3,4,8|5,7|6,9",False,False,16,5,8,4.449748066497147,0.40873791488833205,0.377934460153803,2.2655288959323374,,0,0,0,4,3,5,6,3,7,6,11,0,1,3,0,0,3,4,5,S001;S002;S003;S004;S009;S012;S013,S005;S008;S011;S015,S006;S007;S010;S014
3,"1,2,3,4,9|5,7,8|6",False,False,13,5,6,3.7632361773071707,0.51221411103197,0.5270508737139361,4.775673351217412,,0,0,0,4,4,5,6,4,7,5,8,0,2,3,0,0,3,3,2,S001;S002;S003;S004;S010;S013;S014,S005;S008;S009;S011;S012;S015,S006;S007
3,"1,2,3,4|5,7,8,9|6",False,False,14,5,7,4.1816627344693575,0.48612788788425193,0.4739857170645003,4.452544198501116,,0,0,0,4,4,5,6,4,7,5,9,0,2,3,0,0,3,3,3,S001;S002;S003;S004;S013,S005;S008;S009;S010;S011;S012;S014;S015,S006;S007
3,"1,2,3,4|5,7,8|6,9",False,False,17,5,9,5.628992658351965,0.21900170916484546,0.1763716248640812,1.7301976232439884,,0,0,0,4,4,5,6,4,7,6,11,0,2,3,0,0,3,4,5,S001;S002;S003;S004;S013,S005;S008;S009;S011;S012;S015,S006;S007;S010;S014
3,"1,2,3,4,9|5,7|6,8",False,False,15,6,7,4.03132150933496,0.40472029160877115,0.4296824144924214,2.2394910028376094,,0,0,0,5,3,5,6,3,7,6,9,1,1,3,0,0,3,4,3,S001;S002;S003;S004;S010;S013;S014,S005;S008;S011;S015,S006;S007;S009;S012
3,"1,2,3,4|5,7,9|6,8",False,False,16,6,10,5.8970779903797546,0.2155965277960738,0.22335688702179166,1.7164017873526276,,0,0,0,5,3,5,6,3,7,6,10,1,1,3,0,0,3,4,4,S001;S002;S003;S004;S013,S005;S008;S010;S011;S014;S015,S006;S007;S009;S012
3,"1,2,3,4|5,7|6,8,9",False,False,17,6,8,4.449748066497147,0.20166964818097682,0.27141757477041467,1.6602653545590396,,0,0,0,5,3,5,6,3,7,6,11,1,1,3,0,0,3,4,5,S001;S002;S003;S004;S013,S005;S008;S011;S015,S006;S007;S009;S010;S012;S014
3,"1,2,3,4,8,9|5|6,7",False,False,11,5,4,2.052701695827154,0.6932074573067862,0.7375751013834607,6.448102904438413,,0,0,0,4,3,5,6,3,7,5,7,0,1,3,0,0,3,3,1,S001;S002;S003;S004;S009;S010;S012;S013;S014,S005;S011,S006;S007;S008;S015
3,"1,2,3,4,8|5,9|6,7",False,False,14,5,7,3.918458176871948,0.4100151600023639,0.3951028392764451,2.358901889080594,,0,0,0,4,3,5,6,3,7,6,9,0,1,3,0,0,3,4,3,S001;S002;S003;S004;S009;S012;S013,S005;S010;S011;S014,S006;S007;S008;S015
3,"1,2,3,4,8|5|6,7,9",False,False,13,5,7,3.918458176871948,0.527915872817825,0.5563765425029102,5.2306809164216315,,0,0,0,4,3,5,6,3,7,5,9,0,1,3,0,0,3,3,3,S001;S002;S003;S004;S009;S012;S013,S005;S011,S006;S007;S008;S010;S014;S015
3,"1,2,3,4,9|5,8|6,7",False,False,13,6,5,3.231946287681972,0.40588346548971427,0.47079901663095053,2.3310248141910703,,0,0,0,5,4,5,6,4,7,5,7,1,2,3,0,0,3,3,1,S001;S002;S003;S004;S010;S013;S014,S005;S009;S011;S012,S006;S007;S008;S015
3,"1,2,3,4|5,8,9|6,7",False,False,16,6,6,3.650372844844158,0.18672064450767212,0.2661501264786737,1.5995105934483076,,0,0,0,5,4,5,6,4,7,6,9,1,2,3,0,0,3,4,3,S001;S002;S003;S004;S013,S005;S009;S010;S011;S012;S014,S006;S007;S008;S015
3,"1,2,3,4|5,8|6,7,9",False,False,15,6,8,5.097702768726766,0.2327523511071464,0.29352688964178814,1.7865555844481324,,0,0,0,5,4,5,6,4,7,5,9,1,2,3,0,0,3,3,3,S001;S002;S003;S004;S013,S005;S009;S011;S012,S006;S007;S008;S010;S014;S015
3,"1,2,3,4,9|5|6,7,8",False,False,11,5,6,3.5000316197097616,0.5263171678859481,0.5764063314058803,5.212123492724795,,0,0,0,4,3,5,6,3,7,5,7,0,1,3,0,0,3,3,1,S001;S002;S003;S004;S010;S013;S014,S005;S011,S006;S007;S008;S009;S012;S015
3,"1,2,3,4|5,9|6,7,8",False,False,14,5,9,5.365788100754555,0.2363457070864786,0.21324105672517998,1.801507122368168,,0,0,0,4,3,5,6,3,7,6,9,0,1,3,0,0,3,4,3,S001;S002;S003;S004;S013,S005;S010;S011;S014,S006;S007;S008;S009;S012;S015
3,"1,2,3,4|5|6,7,8,9",False,False,13,5,7,3.918458176871948,0.5076570792179969,0.5398103861162725,4.950853758639776,,0,0,0,4,3,5,6,3,7,5,9,0,1,3,0,0,3,3,3,S001;S002;S003;S004;S013,S005;S011,S006;S007;S008;S009;S010;S012;S014;S015
