K,canonical_units,transport_zero_augmentation,all_inventory_feasible,total_shortage,shortage_resource_types,relay_copy_count,relay_delta_energy_kWh,CV_transport_workload,CV_joint_workload,max_min_transport_workload_ratio,geo_compactness_km,pareto,selected,theoretical_relay_min,total_A_drone,total_B_drone,total_C_drone,total_A_battery,total_B_battery,total_C_battery,total_relay_drone,total_relay_energy,shortage_A_drone,shortage_B_drone,shortage_C_drone,shortage_A_battery,shortage_B_battery,shortage_C_battery,shortage_relay_drone,shortage_relay_energy,group_1_services,group_2_services
2,"1,2,3,4,5,7|6,8,9",False,False,7,5,6,3.3651283084109567,0.2871606281649142,0.24974265003637533,1.8056811660828083,,0,0,0,5,2,3,6,2,5,4,8,1,0,1,0,0,1,2,2,S001;S002;S003;S004;S005;S008;S011;S013;S015,S006;S007;S009;S010;S012;S014
2,"1,2,3,4,5,8,9|6,7",False,False,7,4,3,1.7846163637993642,0.49777517840291896,0.5042816265087904,2.9822802736829606,,0,0,0,4,3,4,6,3,6,4,6,0,1,2,0,0,2,2,0,S001;S002;S003;S004;S005;S009;S010;S011;S012;S013;S014,S006;S007;S008;S015
2,"1,2,3,4,5,8|6,7,9",False,False,9,5,6,3.650372844844158,0.2529578794626921,0.18682792938175494,1.677225212631258,,0,0,0,4,3,4,6,3,6,4,8,0,1,2,0,0,2,2,2,S001;S002;S003;S004;S005;S009;S011;S012;S013,S006;S007;S008;S010;S014;S015
2,"1,2,3,4,5,9|6,7,8",False,False,6,3,6,3.5000316197097616,0.24922607702321928,0.2581347376571427,1.6639177770987315,,0,0,0,4,2,4,6,2,6,4,6,0,0,2,0,0,2,2,0,S001;S002;S003;S004;S005;S010;S011;S013;S014,S006;S007;S008;S009;S012;S015
2,"1,2,3,4,5|6,7,8,9",False,False,8,4,7,3.918458176871948,0.00440877808299245,0.03885502897199417,1.008856602963018,,0,0,0,4,2,4,6,2,6,4,8,0,0,2,0,0,2,2,2,S001;S002;S003;S004;S005;S011;S013,S006;S007;S008;S009;S010;S012;S014;S015
2,"1,2,3,4,6,7,8,9|5",False,False,3,3,1,0.2680853320277899,0.7989051443542252,0.8110249749203756,8.94555526334779,,1,0,1,4,2,3,6,2,5,3,5,0,0,1,0,0,1,1,0,S001;S002;S003;S004;S006;S007;S008;S009;S010;S012;S013;S014;S015,S005;S011
2,"1,2,3,4,6,7,8|5,9",False,False,5,4,4,2.133841813072584,0.5540878454139984,0.4462037928454134,3.485188348043261,,0,0,0,4,2,3,6,2,5,4,7,0,0,1,0,0,1,2,1,S001;S002;S003;S004;S006;S007;S008;S009;S012;S013;S015,S005;S010;S011;S014
2,"1,2,3,4,6,7,9|5,8",False,False,5,5,2,1.4473299238826074,0.5503560429745256,0.5392123484310641,3.4479637027273347,,1,0,0,5,3,3,6,3,5,3,5,1,1,1,0,0,1,1,0,S001;S002;S003;S004;S006;S007;S008;S010;S013;S014;S015,S005;S009;S011;S012
2,"1,2,3,4,6,7|5,8,9",False,False,7,6,3,1.8657564810447937,0.3055387440342987,0.2928942042752262,1.8799302809468434,,0,0,0,5,3,3,6,3,5,4,7,1,1,1,0,0,1,2,1,S001;S002;S003;S004;S006;S007;S008;S013;S015,S005;S009;S010;S011;S012;S014
2,"1,2,3,4,6,8,9|5,7",False,False,7,4,3,1.3527050901139803,0.5161532942723033,0.513455913670652,3.1335405952429425,,0,0,0,4,2,4,6,2,6,4,7,0,0,2,0,0,2,2,1,S001;S002;S003;S004;S006;S007;S009;S010;S012;S013;S014,S005;S008;S011;S015
2,"1,2,3,4,6,8|5,7,9",False,False,8,4,6,3.218461571158774,0.2713359953320765,0.18981602291904764,1.7447492770161834,,0,0,0,4,2,4,6,2,6,4,8,0,0,2,0,0,2,2,2,S001;S002;S003;S004;S006;S007;S009;S012;S013,S005;S008;S010;S011;S014;S015
2,"1,2,3,4,6,9|5,7,8",False,False,8,5,4,2.531949681968798,0.2676041928926037,0.26966209530750657,1.7307638582735987,,0,0,0,4,3,4,6,3,6,4,7,0,1,2,0,0,2,2,1,S001;S002;S003;S004;S006;S007;S010;S013;S014,S005;S008;S009;S011;S012;S015
2,"1,2,3,4,6|5,7,8,9",False,False,9,5,5,2.9503762391309842,0.02278689395237687,0.040368309388341746,1.0466364886253714,,0,0,0,4,3,4,6,3,6,4,8,0,1,2,0,0,2,2,2,S001;S002;S003;S004;S006;S007;S013,S005;S008;S009;S010;S011;S012;S014;S015
2,"1,2,3,4,7,8,9|5,6",False,False,4,3,3,1.499371827366163,0.5794321728390659,0.5745869789686403,3.7554755043939245,,1,0,0,4,2,3,6,2,6,3,5,0,0,1,0,0,2,1,0,S001;S002;S003;S004;S008;S009;S010;S012;S013;S014;S015,S005;S006;S007;S011
2,"1,2,3,4,7,8|5,6,9",False,False,7,4,6,3.3651283084109567,0.3346148738988391,0.24834297124406884,2.005778039733237,,0,0,0,4,2,3,6,2,6,4,8,0,0,1,0,0,2,2,2,S001;S002;S003;S004;S008;S009;S012;S013;S015,S005;S006;S007;S010;S011;S014
2,"1,2,3,4,7,9|5,6,8",False,False,7,5,4,2.6786164192209805,0.33088307145936624,0.3295609985202941,1.9890141987022603,,0,0,0,5,3,3,6,3,6,4,6,1,1,1,0,0,2,2,0,S001;S002;S003;S004;S008;S010;S013;S014;S015,S005;S006;S007;S009;S011;S012
2,"1,2,3,4,7|5,6,8,9",False,False,9,6,5,3.097042976383167,0.08606577251913947,0.10075134893577334,1.18834128306228,,0,0,0,5,3,3,6,3,6,4,8,1,1,1,0,0,2,2,2,S001;S002;S003;S004;S008;S013;S015,S005;S006;S007;S009;S010;S011;S012;S014
2,"1,2,3,4,8,9|5,6,7",False,False,8,4,4,2.052701695827154,0.29668032275714407,0.3378203615168528,1.8436571088702824,,0,0,0,4,2,4,6,2,7,4,7,0,0,2,0,0,3,2,1,S001;S002;S003;S004;S009;S010;S012;S013;S014,S005;S006;S007;S008;S011;S015
2,"1,2,3,4,8|5,6,7,9",False,False,9,4,7,3.918458176871948,0.051863023816917216,0.0374873103350275,1.1093998549148505,,0,0,0,4,2,4,6,2,7,4,8,0,0,2,0,0,3,2,2,S001;S002;S003;S004;S009;S012;S013,S005;S006;S007;S008;S010;S011;S014;S015
2,"1,2,3,4,9|5,6,7,8",False,False,9,5,5,3.231946287681972,0.048131221377444404,0.10992495923639936,1.101129950804973,,0,0,0,4,3,4,6,3,7,4,7,0,1,2,0,0,3,2,1,S001;S002;S003;S004;S010;S013;S014,S005;S006;S007;S008;S009;S011;S012;S015
2,"1,2,3,4|5,6,7,8,9",False,False,10,5,6,3.650372844844158,0.19668607756278245,0.10947656795150368,1.4896867141703356,,0,0,0,4,3,4,6,3,7,4,8,0,1,2,0,0,3,2,2,S001;S002;S003;S004;S013,S005;S006;S007;S008;S009;S010;S011;S012;S014;S015
2,"1,2,3,5,6,7,8,9|4",False,False,4,4,2,1.6261235594230121,0.8298394807925897,0.7503407313030378,10.753607765865956,,0,0,0,4,3,3,6,3,5,3,5,0,1,1,0,0,1,1,0,S001;S002;S003;S005;S006;S007;S008;S009;S010;S011;S012;S013;S014;S015,S004
2,"1,2,3,5,6,7,8|4,9",False,False,6,5,4,2.565753086757968,0.585022181852363,0.46646593161768346,3.8195347137529607,,0,0,0,4,3,3,6,3,5,4,7,0,1,1,0,0,1,2,1,S001;S002;S003;S005;S006;S007;S008;S009;S011;S012;S013;S015,S004;S010;S014
2,"1,2,3,5,6,7,9|4,8",False,False,4,4,4,2.4154118616235714,0.5812903794128902,0.5429004208061703,3.7765800011846467,,0,0,0,5,2,3,6,2,5,3,5,1,0,1,0,0,1,1,0,S001;S002;S003;S005;S006;S007;S008;S010;S011;S013;S014;S015,S004;S009;S012
2,"1,2,3,5,6,7|4,8,9",False,False,6,5,4,1.9077114650759193,0.33647308047266333,0.27933825843928545,2.014195718577175,,0,0,0,5,2,3,6,2,5,4,7,1,0,1,0,0,1,2,1,S001;S002;S003;S005;S006;S007;S008;S011;S013;S015,S004;S009;S010;S012;S014
2,"1,2,3,5,6,8,9|4,7",False,False,4,3,4,2.7107433175092024,0.5470876307106679,0.4726966643716639,3.4158652658089546,,0,0,0,4,3,3,6,3,4,4,6,0,1,1,0,0,0,2,0,S001;S002;S003;S005;S006;S007;S009;S010;S011;S012;S013;S014,S004;S008;S015
2,"1,2,3,5,6,8|4,7,9",False,False,6,4,6,3.650372844844158,0.3022703317704411,0.21346176542215733,1.8664396700728845,,0,0,0,4,3,3,6,3,4,4,8,0,1,1,0,0,0,2,2,S001;S002;S003;S005;S006;S007;S009;S011;S012;S013,S004;S008;S010;S014;S015
2,"1,2,3,5,6,9|4,7,8",False,False,3,2,6,3.5000316197097616,0.29853852933096825,0.2849162994693683,1.8511900989978298,,0,0,0,4,2,3,6,2,4,4,6,0,0,1,0,0,0,2,0,S001;S002;S003;S005;S006;S007;S010;S011;S013;S014,S004;S008;S009;S012;S015
2,"1,2,3,5,6|4,7,8,9",False,False,5,3,6,2.9923312231621098,0.053721230390741434,0.028875650005674814,1.1135420810781251,,1,0,0,4,2,3,6,2,4,4,8,0,0,1,0,0,0,2,2,S001;S002;S003;S005;S006;S007;S011;S013,S004;S008;S009;S010;S012;S014;S015
2,"1,2,3,5,7,8,9|4,6",False,False,7,4,2,1.4574168433350372,0.6103665092774304,0.5659241827261825,4.133028981392307,,0,0,0,4,3,4,6,3,6,4,6,0,1,2,0,0,2,2,0,S001;S002;S003;S005;S008;S009;S010;S011;S012;S013;S014;S015,S004;S006;S007
2,"1,2,3,5,7,8|4,6,9",False,False,9,5,4,2.397046370669993,0.36554921033720367,0.28806145431080643,2.1523327460321675,,0,0,0,4,3,4,6,3,6,4,8,0,1,2,0,0,2,2,2,S001;S002;S003;S005;S008;S009;S011;S012;S013;S015,S004;S006;S007;S010;S014
2,"1,2,3,5,7,9|4,6,8",False,False,7,4,4,2.2467051455355964,0.3618174078977308,0.36399388337325655,2.1338993334363763,,0,0,0,5,2,4,6,2,6,4,6,1,0,2,0,0,2,2,0,S001;S002;S003;S005;S008;S010;S011;S013;S014;S015,S004;S006;S007;S009;S012
2,"1,2,3,5,7|4,6,8,9",False,False,9,5,4,1.7390047489879445,0.11700010895750401,0.09481255679362774,1.2650059420038438,,0,0,0,5,2,4,6,2,6,4,8,1,0,2,0,0,2,2,2,S001;S002;S003;S005;S008;S011;S013;S015,S004;S006;S007;S009;S010;S012;S014
2,"1,2,3,5,8,9|4,6,7",False,False,6,4,3,2.0107467117960285,0.3276146591955087,0.3279785417182247,1.9744848357447127,,0,0,0,4,3,4,6,3,5,4,6,0,1,2,0,0,1,2,0,S001;S002;S003;S005;S009;S010;S011;S012;S013;S014,S004;S006;S007;S008;S015
2,"1,2,3,5,8|4,6,7,9",False,False,8,5,5,2.9503762391309842,0.08279736025528185,0.06684308923321718,1.1805432227677115,,0,0,0,4,3,4,6,3,5,4,8,0,1,2,0,0,1,2,2,S001;S002;S003;S005;S009;S011;S012;S013,S004;S006;S007;S008;S010;S014;S015
2,"1,2,3,5,9|4,6,7,8",False,False,5,3,5,2.8000350139965877,0.07906555781580904,0.1396886193728457,1.1717072447161132,,1,0,0,4,2,4,6,2,5,4,6,0,0,2,0,0,1,2,0,S001;S002;S003;S005;S010;S011;S013;S014,S004;S006;S007;S008;S009;S012;S015
2,"1,2,3,5|4,6,7,8,9",False,False,7,4,5,2.292334617448936,0.1657517411244178,0.12743785782120828,1.397367904244287,,0,0,0,4,2,4,6,2,5,4,8,0,0,2,0,0,1,2,2,S001;S002;S003;S005;S011;S013,S004;S006;S007;S008;S009;S010;S012;S014;S015
2,"1,2,3,6,7,8,9|4,5",False,False,3,3,3,1.894208891450802,0.628744625146815,0.5788011591162886,4.387127393888669,,1,0,0,4,2,3,6,2,5,3,5,0,0,1,0,0,1,1,0,S001;S002;S003;S006;S007;S008;S009;S010;S012;S013;S014;S015,S004;S005;S011
2,"1,2,3,6,7,8|4,5,9",False,False,5,4,5,2.8338384187857577,0.3839273262065881,0.30611273339839556,2.2463702499336327,,0,0,0,4,2,3,6,2,5,4,7,0,0,1,0,0,1,2,1,S001;S002;S003;S006;S007;S008;S009;S012;S013;S015,S004;S005;S010;S011;S014
2,"1,2,3,6,7,9|4,5,8",False,False,5,5,3,2.147326529595781,0.3801955237671153,0.3913385906193085,2.226824065801877,,1,0,0,5,3,3,6,3,5,3,5,1,1,1,0,0,1,1,0,S001;S002;S003;S006;S007;S008;S010;S013;S014;S015,S004;S005;S009;S011;S012
2,"1,2,3,6,7|4,5,8,9",False,False,7,6,3,1.6396261330481294,0.13537822482688844,0.12080954938570364,1.313150162797562,,0,0,0,5,3,3,6,3,5,4,7,1,1,1,0,0,1,2,1,S001;S002;S003;S006;S007;S008;S013;S015,S004;S005;S009;S010;S011;S012;S014
2,"1,2,3,6,8,9|4,5,7",False,False,6,4,5,2.9788286495369922,0.34599277506489307,0.3131444757551047,2.0580701921120945,,0,0,0,4,2,4,6,2,5,4,7,0,0,2,0,0,1,2,1,S001;S002;S003;S006;S007;S009;S010;S012;S013;S014,S004;S005;S008;S011;S015
2,"1,2,3,6,8|4,5,7,9",False,False,7,4,7,3.918458176871948,0.10117547612466625,0.06377371706980002,1.2251284281573502,,0,0,0,4,2,4,6,2,5,4,8,0,0,2,0,0,1,2,2,S001;S002;S003;S006;S007;S009;S012;S013,S004;S005;S008;S010;S011;S014;S015
2,"1,2,3,6,9|4,5,7,8",False,False,7,5,5,3.231946287681972,0.09744367368519345,0.1370672524431211,1.215928182749684,,0,0,0,4,3,4,6,3,5,4,7,0,1,2,0,0,1,2,1,S001;S002;S003;S006;S007;S010;S013;S014,S004;S005;S008;S009;S011;S012;S015
2,"1,2,3,6|4,5,7,8,9",False,False,8,5,5,2.72424589113432,0.14737362525503336,0.1254262752504589,1.345693329740392,,0,0,0,4,3,4,6,3,5,4,8,0,1,2,0,0,1,2,2,S001;S002;S003;S006;S007;S013,S004;S005;S008;S009;S010;S011;S012;S014;S015
2,"1,2,3,7,8,9|4,5,6",False,False,6,3,3,1.725502175362827,0.40927165363165563,0.395788032324044,2.3856509718816077,,0,0,0,4,2,4,6,2,6,4,6,0,0,2,0,0,2,2,0,S001;S002;S003;S008;S009;S010;S012;S013;S014;S015,S004;S005;S006;S007;S011
2,"1,2,3,7,8|4,5,6,9",False,False,8,4,5,2.6651317026977828,0.16445435469142886,0.1290467020693992,1.3936454115099721,,0,0,0,4,2,4,6,2,6,4,8,0,0,2,0,0,2,2,2,S001;S002;S003;S008;S009;S012;S013;S015,S004;S005;S006;S007;S010;S011;S014
2,"1,2,3,7,9|4,5,6,8",False,False,7,4,3,1.9786198135078066,0.16072255225195606,0.2087911740676791,1.3830021947645754,,0,0,0,5,2,4,6,2,6,4,6,1,0,2,0,0,2,2,0,S001;S002;S003;S008;S010;S013;S014;S015,S004;S005;S006;S007;S009;S011;S012
2,"1,2,3,7|4,5,6,8,9",False,False,9,5,3,1.4709194169601547,0.08409474668827079,0.06756656172378572,1.1836319780549376,,0,0,0,5,2,4,6,2,6,4,8,1,0,2,0,0,2,2,2,S001;S002;S003;S008;S013;S015,S004;S005;S006;S007;S009;S010;S011;S012;S014
2,"1,2,3,8,9|4,5,6,7",False,False,7,4,4,2.2788320438238183,0.1265198035497338,0.16535988279633965,1.2896912925190458,,0,0,0,4,2,4,6,2,6,4,7,0,0,2,0,0,2,2,1,S001;S002;S003;S009;S010;S012;S013;S014,S004;S005;S006;S007;S008;S011;S015
2,"1,2,3,8|4,5,6,7,9",False,False,8,4,6,3.218461571158774,0.11829749539049304,0.08545554989621527,1.2683387985676309,,0,0,0,4,2,4,6,2,6,4,8,0,0,2,0,0,2,2,2,S001;S002;S003;S009;S012;S013,S004;S005;S006;S007;S008;S010;S011;S014;S015
2,"1,2,3,9|4,5,6,7,8",False,False,7,4,4,2.531949681968798,0.12202929782996584,0.014855885481535672,1.2779803415497861,,0,0,0,4,2,4,6,2,6,4,7,0,0,2,0,0,2,2,1,S001;S002;S003;S010;S013;S014,S004;S005;S006;S007;S008;S009;S011;S012;S015
2,"1,2,3|4,5,6,7,8,9",False,False,8,4,4,2.024249285421146,0.3668465967701927,0.2889380103710234,2.1587921502083223,,0,0,0,4,2,4,6,2,6,4,8,0,0,2,0,0,2,2,2,S001;S002;S003;S013,S004;S005;S006;S007;S008;S009;S010;S011;S012;S014;S015
2,"1,2,4,5,6,7,8,9|3",False,False,4,3,2,0.9497164467873855,0.8049676609104488,0.7305043566567619,9.254709600143173,,0,0,0,4,2,3,6,2,5,4,6,0,0,1,0,0,1,2,0,S001;S002;S004;S005;S006;S007;S008;S009;S010;S011;S012;S013;S014;S015,S003
2,"1,2,4,5,6,7,8|3,9",False,False,6,4,4,2.397046370669993,0.5601503619702218,0.410566143012898,3.5470084025955226,,0,0,0,4,2,3,6,2,5,4,8,0,0,1,0,0,1,2,2,S001;S002;S004;S005;S006;S007;S008;S009;S011;S012;S013;S015,S003;S010;S014
2,"1,2,4,5,6,7,9|3,8",False,False,5,4,5,2.6651317026977828,0.556418559530749,0.458195259191147,3.5087549151836983,,0,0,0,4,2,3,6,2,5,4,7,0,0,1,0,0,1,2,1,S001;S002;S004;S005;S006;S007;S008;S010;S011;S013;S014;S015,S003;S009;S012
2,"1,2,4,5,6,7|3,8,9",False,False,6,4,5,2.6651317026977828,0.31160126059052223,0.2513083075604706,1.905292943615266,,0,0,0,4,2,3,6,2,5,4,8,0,0,1,0,0,1,2,2,S001;S002;S004;S005;S006;S007;S008;S011;S013;S015,S003;S009;S010;S012;S014
2,"1,2,4,5,6,8,9|3,7",False,False,4,3,3,1.5030463152483768,0.522215810828527,0.48337532022511526,3.1859903390026485,,0,0,0,4,2,3,6,2,5,4,6,0,0,1,0,0,1,2,0,S001;S002;S004;S005;S006;S007;S009;S010;S011;S012;S013;S014,S003;S008;S015
2,"1,2,4,5,6,8|3,7,9",False,False,6,4,5,2.9503762391309842,0.2773985118883001,0.18642561014565295,1.7677773058928985,,0,0,0,4,2,3,6,2,5,4,8,0,0,1,0,0,1,2,2,S001;S002;S004;S005;S006;S007;S009;S011;S012;S013,S003;S008;S010;S014;S015
2,"1,2,4,5,6,9|3,7,8",False,False,5,4,6,3.218461571158774,0.2736667094488273,0.23594720927381355,1.753556839563714,,0,0,0,4,2,3,6,2,5,4,7,0,0,1,0,0,1,2,1,S001;S002;S004;S005;S006;S007;S010;S011;S013;S014,S003;S008;S009;S012;S015
2,"1,2,4,5,6|3,7,8,9",False,False,6,4,6,3.218461571158774,0.028849410508600473,0.03392889367846258,1.0594128466187909,,0,0,0,4,2,3,6,2,5,4,8,0,0,1,0,0,1,2,2,S001;S002;S004;S005;S006;S007;S011;S013,S003;S008;S009;S010;S012;S014;S015
2,"1,2,4,5,7,8,9|3,6",False,False,6,4,3,1.6497130525005594,0.5854946893952895,0.5443667946291852,3.8250286518217442,,0,0,0,4,3,3,6,3,6,4,6,0,1,1,0,0,2,2,0,S001;S002;S004;S005;S008;S009;S010;S011;S012;S013;S014;S015,S003;S006;S007
2,"1,2,4,5,7,8|3,6,9",False,False,8,5,5,3.097042976383167,0.3406773904550626,0.2457685770108473,2.033416374694619,,0,0,0,4,3,3,6,3,6,4,8,0,1,1,0,0,2,2,2,S001;S002;S004;S005;S008;S009;S011;S012;S013;S015,S003;S006;S007;S010;S014
2,"1,2,4,5,7,9|3,6,8",False,False,6,4,6,3.3651283084109567,0.3369455880155898,0.2941500431500161,2.016343702493943,,0,0,0,4,2,3,6,2,6,4,7,0,0,1,0,0,2,2,1,S001;S002;S004;S005;S008;S010;S011;S013;S014;S015,S003;S006;S007;S009;S012
2,"1,2,4,5,7|3,6,8,9",False,False,7,4,6,3.3651283084109567,0.09212828907536298,0.09355109393529398,1.2029544217905708,,0,0,0,4,2,3,6,2,6,4,8,0,0,1,0,0,2,2,2,S001;S002;S004;S005;S008;S011;S013;S015,S003;S006;S007;S009;S010;S012;S014
2,"1,2,4,5,8,9|3,6,7",False,False,7,4,3,1.6717530313363516,0.3027428393133676,0.2921069002599436,1.868382159073814,,1,0,0,4,3,4,6,3,6,4,5,0,1,2,0,0,2,2,0,S001;S002;S004;S005;S009;S010;S011;S012;S013;S014,S003;S006;S007;S008;S015
2,"1,2,4,5,8|3,6,7,9",False,False,8,5,5,3.119082955218959,0.0579255403731408,0.00899617611850577,1.12297444173592,,0,0,0,4,3,4,6,3,6,4,7,0,1,2,0,0,2,2,1,S001;S002;S004;S005;S009;S011;S012;S013,S003;S006;S007;S008;S010;S014;S015
2,"1,2,4,5,9|3,6,7,8",False,False,6,3,6,3.387168287246749,0.05419373793366799,0.06055218805653681,1.1145979681193257,,1,0,0,4,2,4,6,2,6,4,6,0,0,2,0,0,2,2,0,S001;S002;S004;S005;S010;S011;S013;S014,S003;S006;S007;S008;S009;S012;S015
2,"1,2,4,5|3,6,7,8,9",False,False,7,4,6,3.387168287246749,0.1906235610065588,0.1401003040441053,1.471038077766688,,0,0,0,4,2,4,6,2,6,4,7,0,0,2,0,0,2,2,1,S001;S002;S004;S005;S011;S013,S003;S006;S007;S008;S009;S010;S012;S014;S015
2,"1,2,4,6,7,8,9|3,5",False,False,4,3,3,1.2178017788151754,0.6038728052646739,0.5543378026877828,4.04888335509585,,0,0,0,4,2,3,6,2,5,4,6,0,0,1,0,0,1,2,0,S001;S002;S004;S006;S007;S008;S009;S010;S012;S013;S014;S015,S003;S005;S011
2,"1,2,4,6,7,8|3,5,9",False,False,6,4,5,2.6651317026977828,0.35905550632444716,0.24986475424308788,2.120395010386661,,0,0,0,4,2,3,6,2,5,4,8,0,0,1,0,0,1,2,2,S001;S002;S004;S006;S007;S008;S009;S012;S013;S015,S003;S005;S010;S011;S014
2,"1,2,4,6,7,9|3,5,8",False,False,6,5,4,2.397046370669993,0.3553237038849743,0.3073784850254758,2.102332150340381,,0,0,0,4,3,3,6,3,5,4,7,0,1,1,0,0,1,2,1,S001;S002;S004;S006;S007;S008;S010;S013;S014;S015,S003;S005;S009;S011;S012
2,"1,2,4,6,7|3,5,8,9",False,False,7,5,4,2.397046370669993,0.11050640494474749,0.09760336326134463,1.248470378109655,,0,0,0,4,3,3,6,3,5,4,8,0,1,1,0,0,1,2,2,S001;S002;S004;S006;S007;S008;S013;S015,S003;S005;S009;S010;S011;S012;S014
2,"1,2,4,6,8,9|3,5,7",False,False,7,4,4,1.7711316472761667,0.3211209551827521,0.3151645877049131,1.9460328983028097,,0,0,0,4,2,4,6,2,6,4,7,0,0,2,0,0,2,2,1,S001;S002;S004;S006;S007;S009;S010;S012;S013;S014,S003;S005;S008;S011;S015
2,"1,2,4,6,8|3,5,7,9",False,False,8,4,6,3.218461571158774,0.07630365624252523,0.03251931125989458,1.1652137236618954,,0,0,0,4,2,4,6,2,6,4,8,0,0,2,0,0,2,2,2,S001;S002;S004;S006;S007;S009;S012;S013,S003;S005;S008;S010;S011;S014;S015
2,"1,2,4,6,9|3,5,7,8",False,False,8,5,5,2.9503762391309842,0.07257185380305242,0.08569934080919206,1.156501296840394,,0,0,0,4,3,4,6,3,6,4,7,0,1,2,0,0,2,2,1,S001;S002;S004;S006;S007;S010;S013;S014,S003;S005;S008;S009;S011;S012;S015
2,"1,2,4,6|3,5,7,8,9",False,False,9,5,5,2.9503762391309842,0.1722454451371744,0.11907190632463026,1.4161751672045313,,0,0,0,4,3,4,6,3,6,4,8,0,1,2,0,0,2,2,2,S001;S002;S004;S006;S007;S013,S003;S005;S008;S009;S010;S011;S012;S014;S015
2,"1,2,4,7,8,9|3,5,6",False,False,5,3,4,1.9177983845283493,0.3843998337495146,0.37654752457577284,2.248862020589851,,0,0,0,4,2,3,6,2,6,4,6,0,0,1,0,0,2,2,0,S001;S002;S004;S008;S009;S010;S012;S013;S014;S015,S003;S005;S006;S007;S011
2,"1,2,4,7,8|3,5,6,9",False,False,7,4,6,3.3651283084109567,0.1395825348092878,0.09215141514298734,1.3244530485636974,,0,0,0,4,2,3,6,2,6,4,8,0,0,1,0,0,2,2,2,S001;S002;S004;S008;S009;S012;S013;S015,S003;S005;S006;S007;S010;S011;S014
