货箱编号,架次编号,服务区编号,交付完成时刻（s）,物资类型,质量（kg）,体积（m3）,期望时刻（s）,硬截止（s）,优先系数,迟到秒数,加权迟到,是否首批
S005-FOD-01,Q2T017,S005,8807.770352316653,应急食品,8.0,0.028,14400.0,,6.0,0.0,0.0,False
S005-HYG-01,Q2T017,S005,8807.770352316653,生活卫生用品,6.0,0.035,18000.0,,4.0,0.0,0.0,False
S005-MED-01,Q2T017,S005,8807.770352316653,医疗物资,3.0,0.012,10800.0,10800.0,16.0,0.0,0.0,True
S005-WAT-01,Q2T017,S005,8807.770352316653,饮用水,14.0,0.027,10800.0,10800.0,8.0,0.0,0.0,True
S005-WAT-02,Q2T017,S005,8807.770352316653,饮用水,14.0,0.027,10800.0,,8.0,0.0,0.0,False
S005-WAT-03,Q2T017,S005,8807.770352316653,饮用水,14.0,0.027,10800.0,,8.0,0.0,0.0,False
S006-FOD-01,Q2T010,S006,3561.9810610159975,应急食品,8.0,0.028,7200.0,,10.0,0.0,0.0,False
S006-HYG-01,Q2T010,S006,3561.9810610159975,生活卫生用品,6.0,0.035,10800.0,,8.0,0.0,0.0,False
S006-MED-01,Q2T010,S006,3561.9810610159975,医疗物资,3.0,0.012,3600.0,3600.0,24.0,0.0,0.0,True
S006-WAT-01,Q2T010,S006,3561.9810610159975,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S006-WAT-02,Q2T010,S006,3561.9810610159975,饮用水,14.0,0.027,3600.0,,12.0,0.0,0.0,False
S006-WAT-03,Q2T010,S006,3561.9810610159975,饮用水,14.0,0.027,3600.0,,12.0,0.0,0.0,False
S007-FOD-01,Q2T016,S007,7698.319924789103,应急食品,8.0,0.028,7200.0,,10.0,498.3199247891034,0.6921110066515326,False
S007-HYG-01,Q2T016,S007,7698.319924789103,生活卫生用品,6.0,0.035,10800.0,,8.0,0.0,0.0,False
S007-MED-01,Q2T001,S007,1141.2993198680992,医疗物资,3.0,0.012,3600.0,3600.0,24.0,0.0,0.0,True
S007-WAT-01,Q2T001,S007,1141.2993198680992,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S007-WAT-02,Q2T010,S007,4176.902480456693,饮用水,14.0,0.027,3600.0,,12.0,576.9024804566934,1.923008268188978,False
S008-FOD-01,Q2T015,S008,6729.072599058882,应急食品,8.0,0.028,10800.0,,8.0,0.0,0.0,False
S008-HYG-01,Q2T015,S008,6729.072599058882,生活卫生用品,6.0,0.035,14400.0,,6.0,0.0,0.0,False
S008-MED-01,Q2T015,S008,6729.072599058882,医疗物资,3.0,0.012,7200.0,7200.0,20.0,0.0,0.0,True
S008-WAT-01,Q2T015,S008,6729.072599058882,饮用水,14.0,0.027,7200.0,7200.0,10.0,0.0,0.0,True
S008-WAT-02,Q2T015,S008,6729.072599058882,饮用水,14.0,0.027,7200.0,,10.0,0.0,0.0,False
S009-FOD-01,Q2T014,S009,5686.48410711375,应急食品,8.0,0.028,14400.0,,6.0,0.0,0.0,False
S009-MED-01,Q2T014,S009,5686.48410711375,医疗物资,3.0,0.012,10800.0,10800.0,16.0,0.0,0.0,True
S009-WAT-01,Q2T014,S009,5686.48410711375,饮用水,14.0,0.027,10800.0,10800.0,8.0,0.0,0.0,True
S010-FOD-01,Q2T007,S010,2295.1806579101244,应急食品,8.0,0.028,7200.0,,10.0,0.0,0.0,False
S010-MED-01,Q2T007,S010,2295.1806579101244,医疗物资,3.0,0.012,3600.0,3600.0,24.0,0.0,0.0,True
S010-WAT-01,Q2T007,S010,2295.1806579101244,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S011-FOD-01,Q2T015,S011,5861.189226043895,应急食品,8.0,0.028,14400.0,,6.0,0.0,0.0,False
S011-MED-01,Q2T015,S011,5861.189226043895,医疗物资,3.0,0.012,10800.0,10800.0,16.0,0.0,0.0,True
S011-WAT-01,Q2T015,S011,5861.189226043895,饮用水,14.0,0.027,10800.0,10800.0,8.0,0.0,0.0,True
S012-FOD-01,Q2T009,S012,3140.429148195108,应急食品,8.0,0.028,7200.0,,10.0,0.0,0.0,False
S012-MED-01,Q2T009,S012,3140.429148195108,医疗物资,3.0,0.012,7200.0,3600.0,22.0,0.0,0.0,True
S012-WAT-01,Q2T009,S012,3140.429148195108,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S013-FOD-01,Q2T006,S013,1844.9233436942682,应急食品,8.0,0.028,7200.0,,10.0,0.0,0.0,False
S013-MED-01,Q2T006,S013,1844.9233436942682,医疗物资,3.0,0.012,3600.0,3600.0,24.0,0.0,0.0,True
S013-WAT-01,Q2T006,S013,1844.9233436942682,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S014-FOD-01,Q2T004,S014,1241.8558906011879,应急食品,8.0,0.028,7200.0,,10.0,0.0,0.0,False
S014-MED-01,Q2T004,S014,1241.8558906011879,医疗物资,3.0,0.012,7200.0,3600.0,22.0,0.0,0.0,True
S014-WAT-01,Q2T004,S014,1241.8558906011879,饮用水,14.0,0.027,3600.0,3600.0,12.0,0.0,0.0,True
S015-FOD-01,Q2T011,S015,3983.157161332186,应急食品,8.0,0.028,14400.0,,6.0,0.0,0.0,False
S015-MED-01,Q2T011,S015,3983.157161332186,医疗物资,3.0,0.012,7200.0,7200.0,18.0,0.0,0.0,True
S015-WAT-01,Q2T011,S015,3983.157161332186,饮用水,14.0,0.027,10800.0,10800.0,8.0,0.0,0.0,True
