架次,起点,终点,剩余载荷（kg）,剩余体积（m3）,水平距离（m）,DEM最高（m）,巡航海拔（m）,爬升（m）,下降（m）,航段开始（s）,航段结束（s）,飞行时间（s）,能耗（kWh）
Q2T009,O01,S012,25.0,0.067,7398.4495612874725,363.3009948730469,413.3009948730469,285.6009948730469,133.50099487304686,2258.5984478690425,2900.429148195108,641.8307003260658,1.665474368683037
Q2T009,S012,O01,0,0,7398.4495612874725,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,3140.429148195108,3792.399848521174,651.9707003260659,1.0897635377272221
Q2T010,O01,S006,73.0,0.183,3181.0333082558936,316.09783935546875,366.09783935546875,238.39783935546876,51.29783935546874,2832.904118379016,3165.9810610159975,333.07694263698147,1.9734529024599936
Q2T010,S006,S007,14.0,0.027,2516.493361922941,540.361328125,590.361328125,275.561328125,241.861328125,3561.9810610159975,3960.9024804566934,398.92141944069607,0.8935822542060354
Q2T010,S007,O01,0,0,4533.827897987505,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,4176.902480456693,4736.683531199806,559.7810507431122,1.438271137639822
Q2T011,O01,S015,25.0,0.067,6019.113948538092,521.7992553710938,571.7992553710938,444.09925537109376,97.29925537109375,3154.930110824178,3743.157161332186,588.2270505080082,1.42709584923683
Q2T011,S015,O01,0,0,6019.113948538092,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,3983.157161332186,4594.504211840194,611.3470505080082,0.8838097137302899
Q2T012,O01,S003,25.0,0.067,7261.075570364734,511.80413818359375,561.8041381835938,434.10413818359376,223.30413818359375,4182.399848521174,4900.494587880125,718.094739358951,1.6869401606845058
Q2T012,S003,O01,0,0,7261.075570364734,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,5140.494587880125,5872.64266057241,732.1480726922844,1.0922308787684507
Q2T013,O01,S004,59.0,0.156,7745.662441501828,348.2391662597656,398.2391662597656,270.53916625976564,169.9391662597656,4347.06403232271,5056.626778056621,709.562745733911,3.748680518186259
Q2T013,S004,O01,0,0,7745.662441501828,348.2391662597656,398.2391662597656,169.9391662597656,270.53916625976564,5452.626778056621,6172.249523790532,719.622745733911,2.428238511705282
Q2T014,O01,S009,25.0,0.067,5722.680393214659,243.22891235351562,293.2289123535156,165.52891235351564,63.228912353515625,4984.504211840194,5446.48410711375,461.97989527355537,1.269375122245852
Q2T014,S009,O01,0,0,5722.680393214659,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,5686.48410711375,6155.284002387305,468.7998952735554,0.8330805219878709
Q2T015,O01,S011,70.0,0.196,2817.1517251515784,245.36175537109375,295.36175537109375,167.66175537109376,83.26175537109376,5276.683531199806,5573.189226043895,296.5056948440896,1.6386635236656237
Q2T015,S011,S008,45.0,0.129,5348.227792490419,362.91650390625,412.91650390625,200.81650390625,142.01650390625002,5861.189226043895,6369.072599058882,507.8833730149863,2.216637961779059
Q2T015,S008,O01,0,0,8109.473184928188,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,6729.072599058882,7433.112543768612,704.0399447097307,2.5222092998123395
Q2T016,O01,S007,70.0,0.20700000000000002,4533.827897987505,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,6908.618874045991,7446.319924789103,537.7010507431123,2.6978053281779175
Q2T016,S007,S003,56.0,0.14400000000000002,2732.8231547260502,360.6993408203125,410.6993408203125,62.1993408203125,72.1993408203125,7698.319924789103,7941.487541842454,243.16761705335128,1.257822406224447
Q2T016,S003,O01,0,0,7261.075570364734,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,8301.487541842454,9091.932970898672,790.4454290562165,2.2932526735471885
Q2T017,O01,S005,59.0,0.156,5302.020131150288,276.410888671875,326.410888671875,198.710888671875,131.410888671875,7913.112543768612,8411.770352316653,498.65780854804007,2.5726242067390874
Q2T017,S005,O01,0,0,5302.020131150288,276.410888671875,326.410888671875,131.410888671875,198.710888671875,8807.770352316653,9313.158160864692,505.3878085480401,1.6661558339555333
